context_id	context_name	context_type	n_genes_total	n_genes_kirc	in_subgraph
Biological Process::GO:0032897	negative regulation of viral transcription	Biological Process	24	24	True
Biological Process::GO:0034047	regulation of protein phosphatase type 2A activity	Biological Process	24	24	True
Biological Process::GO:0034367	macromolecular complex remodeling	Biological Process	24	24	True
Biological Process::GO:0034368	protein-lipid complex remodeling	Biological Process	24	24	True
Biological Process::GO:0034369	plasma lipoprotein particle remodeling	Biological Process	24	24	True
Biological Process::GO:0035162	embryonic hemopoiesis	Biological Process	24	24	True
Biological Process::GO:0035235	ionotropic glutamate receptor signaling pathway	Biological Process	24	24	True
Biological Process::GO:0035813	regulation of renal sodium excretion	Biological Process	24	24	True
Biological Process::GO:0036065	fucosylation	Biological Process	24	24	True
Biological Process::GO:0036314	response to sterol	Biological Process	24	24	True
Biological Process::GO:0042454	ribonucleoside catabolic process	Biological Process	24	24	True
Biological Process::GO:0042572	retinol metabolic process	Biological Process	24	24	True
Biological Process::GO:0043001	Golgi to plasma membrane protein transport	Biological Process	24	24	True
Biological Process::GO:0043171	peptide catabolic process	Biological Process	24	24	True
Biological Process::GO:0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation	Biological Process	24	24	True
Biological Process::GO:0043537	negative regulation of blood vessel endothelial cell migration	Biological Process	24	24	True
Biological Process::GO:0043567	regulation of insulin-like growth factor receptor signaling pathway	Biological Process	24	24	True
Biological Process::GO:0043949	regulation of cAMP-mediated signaling	Biological Process	24	24	True
Biological Process::GO:0044253	positive regulation of multicellular organismal metabolic process	Biological Process	24	24	True
Biological Process::GO:0045005	DNA-dependent DNA replication maintenance of fidelity	Biological Process	24	24	True
Biological Process::GO:0045191	regulation of isotype switching	Biological Process	24	24	True
Biological Process::GO:0045671	negative regulation of osteoclast differentiation	Biological Process	24	24	True
Biological Process::GO:0045672	positive regulation of osteoclast differentiation	Biological Process	24	24	True
Biological Process::GO:0045745	positive regulation of G-protein coupled receptor protein signaling pathway	Biological Process	24	24	True
Biological Process::GO:0045822	negative regulation of heart contraction	Biological Process	24	24	True
Biological Process::GO:0045940	positive regulation of steroid metabolic process	Biological Process	24	24	True
Biological Process::GO:0045979	positive regulation of nucleoside metabolic process	Biological Process	24	24	True
Biological Process::GO:0046466	membrane lipid catabolic process	Biological Process	24	24	True
Biological Process::GO:0046621	negative regulation of organ growth	Biological Process	24	24	True
Biological Process::GO:0046640	regulation of alpha-beta T cell proliferation	Biological Process	24	24	True
Biological Process::GO:0048169	regulation of long-term neuronal synaptic plasticity	Biological Process	24	24	True
Biological Process::GO:0048488	synaptic vesicle endocytosis	Biological Process	24	24	True
Biological Process::GO:0048643	positive regulation of skeletal muscle tissue development	Biological Process	24	24	True
Biological Process::GO:0048843	negative regulation of axon extension involved in axon guidance	Biological Process	24	24	True
Biological Process::GO:0050716	positive regulation of interleukin-1 secretion	Biological Process	24	24	True
Biological Process::GO:0051181	cofactor transport	Biological Process	24	24	True
Biological Process::GO:0051647	nucleus localization	Biological Process	24	24	True
Biological Process::GO:0051875	pigment granule localization	Biological Process	24	24	True
Biological Process::GO:0051953	negative regulation of amine transport	Biological Process	24	24	True
Biological Process::GO:0060143	positive regulation of syncytium formation by plasma membrane fusion	Biological Process	24	24	True
Biological Process::GO:0060334	regulation of interferon-gamma-mediated signaling pathway	Biological Process	24	24	True
Biological Process::GO:0060397	JAK-STAT cascade involved in growth hormone signaling pathway	Biological Process	24	24	True
Biological Process::GO:0060444	branching involved in mammary gland duct morphogenesis	Biological Process	24	24	True
Biological Process::GO:0060713	labyrinthine layer morphogenesis	Biological Process	24	24	True
Biological Process::GO:0061384	heart trabecula morphogenesis	Biological Process	24	24	True
Biological Process::GO:0070536	protein K63-linked deubiquitination	Biological Process	24	24	True
Biological Process::GO:0071354	cellular response to interleukin-6	Biological Process	24	24	True
Biological Process::GO:0071379	cellular response to prostaglandin stimulus	Biological Process	24	24	True
Biological Process::GO:0072337	modified amino acid transport	Biological Process	24	24	True
Biological Process::GO:0072488	ammonium transmembrane transport	Biological Process	24	24	True
Biological Process::GO:0086002	cardiac muscle cell action potential involved in contraction	Biological Process	24	24	True
Biological Process::GO:0090189	regulation of branching involved in ureteric bud morphogenesis	Biological Process	24	24	True
Biological Process::GO:0090281	negative regulation of calcium ion import	Biological Process	24	24	True
Biological Process::GO:0097237	cellular response to toxic substance	Biological Process	24	24	True
Biological Process::GO:1900048	positive regulation of hemostasis	Biological Process	24	24	True
Biological Process::GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	Biological Process	24	24	True
Biological Process::GO:1900117	regulation of execution phase of apoptosis	Biological Process	24	24	True
Biological Process::GO:1901533	negative regulation of hematopoietic progenitor cell differentiation	Biological Process	24	24	True
Biological Process::GO:1901890	positive regulation of cell junction assembly	Biological Process	24	24	True
Biological Process::GO:1902253	regulation of intrinsic apoptotic signaling pathway by p53 class mediator	Biological Process	24	24	True
Biological Process::GO:1902745	positive regulation of lamellipodium organization	Biological Process	24	24	True
Biological Process::GO:1902932	positive regulation of alcohol biosynthetic process	Biological Process	24	24	True
Biological Process::GO:1903580	positive regulation of ATP metabolic process	Biological Process	24	24	True
Biological Process::GO:2000178	negative regulation of neural precursor cell proliferation	Biological Process	24	24	True
Biological Process::GO:2000209	regulation of anoikis	Biological Process	24	24	True
Biological Process::GO:2000404	regulation of T cell migration	Biological Process	24	24	True
Biological Process::GO:2001269	positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	Biological Process	24	24	True
Biological Process::GO:0000301	retrograde transport, vesicle recycling within Golgi	Biological Process	23	23	True
Biological Process::GO:0001836	release of cytochrome c from mitochondria	Biological Process	24	23	True
Biological Process::GO:0001935	endothelial cell proliferation	Biological Process	23	23	True
Biological Process::GO:0002021	response to dietary excess	Biological Process	23	23	True
Biological Process::GO:0002092	positive regulation of receptor internalization	Biological Process	23	23	True
Biological Process::GO:0002227	innate immune response in mucosa	Biological Process	23	23	True
Biological Process::GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	Biological Process	23	23	True
Biological Process::GO:0002446	neutrophil mediated immunity	Biological Process	23	23	True
Biological Process::GO:0003071	renal system process involved in regulation of systemic arterial blood pressure	Biological Process	23	23	True
Biological Process::GO:0006297	nucleotide-excision repair, DNA gap filling	Biological Process	23	23	True
Biological Process::GO:0006359	regulation of transcription from RNA polymerase III promoter	Biological Process	23	23	True
Biological Process::GO:0006541	glutamine metabolic process	Biological Process	23	23	True
Biological Process::GO:0006607	NLS-bearing protein import into nucleus	Biological Process	23	23	True
Biological Process::GO:0006862	nucleotide transport	Biological Process	23	23	True
Biological Process::GO:0007530	sex determination	Biological Process	23	23	True
Biological Process::GO:0010390	histone monoubiquitination	Biological Process	23	23	True
Biological Process::GO:0010460	positive regulation of heart rate	Biological Process	23	23	True
