hetionet_gene_id	hetionet_entrez_id	hetionet_name	current_entrez_id	current_hgnc_symbol	original_ensembl_id	gene_type	all_samples_zero	mapping_status
Gene::100132396	100132396	ZNF705B	100132396	ZNF705B	ENSG00000215356.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::100131980	100131980	ZNF705G	100131980	ZNF705G	ENSG00000215372.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::4636	4636	MYL5	4636	MYL5	ENSG00000215375.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::85508	85508	SCRT2	85508	SCRT2	ENSG00000215397.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::55628	55628	ZNF407	55628	ZNF407	ENSG00000215421.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::79716	79716	NPEPL1	79716	NPEPL1	ENSG00000215440.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::386672	386672	KRTAP10-4	386672	KRTAP10-4	ENSG00000215454.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::386677	386677	KRTAP10-1	386677	KRTAP10-1	ENSG00000215455.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::100526842	100526842	RPL17-C18orf32	100526842	RPL17-C18orf32	ENSG00000215472.10	protein_coding	True	mapped_by_hgnc_entrez
Gene::652991	652991	SKOR2	652991	SKOR2	ENSG00000215474.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::283514	283514	SIAH3	283514	SIAH3	ENSG00000215475.5	protein_coding	False	mapped_by_hgnc_entrez
Gene::388795	388795	EFCAB8	388795	EFCAB8	ENSG00000215529.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::245930	245930	DEFB116	245930	DEFB116	ENSG00000215545.1	protein_coding	False	mapped_by_hgnc_entrez
Gene::245929	245929	DEFB115	245929	DEFB115	ENSG00000215547.1	protein_coding	False	mapped_by_hgnc_entrez
Gene::128954	128954	GAB4	128954	GAB4	ENSG00000215568.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::400831	400831	C20orf202	400831	C20orf202	ENSG00000215595.2	protein_coding	False	mapped_by_hgnc_entrez
Gene::3166	3166	HMX1	3166	HMX1	ENSG00000215612.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::2642	2642	GCGR	2642	GCGR	ENSG00000215644.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::6248	6248	RSC1A1			ENSG00000215695.1	protein_coding	True	mapped_by_ncbi_ensembl_xref
Gene::51032	51032	CELA2B	51032	CELA2B	ENSG00000215704.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::729515	729515	TMEM242	729515	TMEM242	ENSG00000215712.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::56900	56900	TMEM167B	56900	TMEM167B	ENSG00000215717.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::728833	728833	FAM72D	728833	RUMY4	ENSG00000215784.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::8718	8718	TNFRSF25	8718	TNFRSF25	ENSG00000215788.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::9906	9906	SLC35E2	9906	SLC35E2A	ENSG00000215790.8	transcribed_unprocessed_pseudogene	False	mapped_by_hgnc_entrez
Gene::100129094	100129094	BTNL10	100129094	BTNL10P	ENSG00000215811.6	transcribed_unitary_pseudogene	False	mapped_by_hgnc_entrez
Gene::100131187	100131187	TSTD1	100131187	TSTD1	ENSG00000215845.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::126638	126638	RPTN	126638	RPTN	ENSG00000215853.3	protein_coding	False	mapped_by_hgnc_entrez
Gene::343505	343505	NBPF7	343505	NBPF7P	ENSG00000215864.6	unprocessed_pseudogene	False	mapped_by_hgnc_entrez
Gene::105370369	105370369	LOC105370369	105370369	LINC02337	ENSG00000215881.3	lncRNA	False	mapped_by_hgnc_entrez
Gene::606495	606495	CYB5RL	606495	CYB5RL	ENSG00000215883.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::646262	646262	LACTBL1	646262	LACTBL1	ENSG00000215906.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::284498	284498	C1orf167	284498	C1orf167	ENSG00000215910.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::100287898	100287898	TTC34	100287898	TTC34	ENSG00000215912.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::219293	219293	ATAD3C	219293	ATAD3C	ENSG00000215915.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::10437	10437	IFI30	10437	IFI30	ENSG00000216490.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::147710	147710	IGSF23	147710	IGSF23	ENSG00000216588.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::729431	729431	GAGE12E	729431	GAGE12E	ENSG00000216649.3	protein_coding	True	mapped_by_hgnc_entrez
Gene::102724928	102724928	LOC102724928	102724928	CCNYL3	ENSG00000216671.6	unprocessed_pseudogene	False	mapped_by_hgnc_entrez
Gene::285095	285095	LOC285095	285095	FAM240C	ENSG00000216921.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::79741	79741	CCDC7	79741	CCDC7	ENSG00000216937.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::96459	96459	FNIP1	96459	FNIP1	ENSG00000217128.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::100131390	100131390	SP9	100131390	SP9	ENSG00000217236.2	protein_coding	False	mapped_by_hgnc_entrez
Gene::644186	644186	SYCE3	644186	SYCE3	ENSG00000217442.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::51192	51192	CKLF	51192	CKLF	ENSG00000217555.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::51025	51025	PAM16	51025	PAM16	ENSG00000217930.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::55714	55714	TENM3	55714	TENM3	ENSG00000218336.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::100129278	100129278	TDRD15	100129278	TDRD15	ENSG00000218819.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::56903	56903	PAPOLB	56903	PAPOLB	ENSG00000218823.2	protein_coding	False	mapped_by_hgnc_entrez
Gene::163033	163033	ZNF579	163033	ZNF579	ENSG00000218891.5	protein_coding	False	mapped_by_hgnc_entrez
Gene::23436	23436	CELA3B	23436	CELA3B	ENSG00000219073.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::440400	440400	RNASEK	440400	RNASEK	ENSG00000219200.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::25858	25858	TEX40	25858	CATSPERZ	ENSG00000219435.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::25817	25817	FAM19A5	25817	TAFA5	ENSG00000219438.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::55672	55672	NBPF1	55672	NBPF1	ENSG00000219481.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::729852	729852	UMAD1	729852	UMAD1	ENSG00000219545.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::648791	648791	PPP1R3G	648791	PPP1R3G	ENSG00000219607.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::375190	375190	FAM228B	375190	FAM228B	ENSG00000219626.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::645191	645191	LINGO3	645191	LINGO3	ENSG00000220008.3	protein_coding	False	mapped_by_hgnc_entrez
Gene::100125288	100125288	ZGLP1	100125288	ZGLP1	ENSG00000220201.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::6844	6844	VAMP2	6844	VAMP2	ENSG00000220205.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::135946	135946	OR6B1	135946	OR6B1	ENSG00000221813.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::64641	64641	EBF2	64641	EBF2	ENSG00000221818.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::441150	441150	C6orf226	441150	PEX39	ENSG00000221821.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::5534	5534	PPP3R1	5534	PPP3R1	ENSG00000221823.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::5671	5671	PSG3	5671	PSG3	ENSG00000221826.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::2189	2189	FANCG	2189	FANCG	ENSG00000221829.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::393046	393046	OR2A5	393046	OR2A5	ENSG00000221836.3	protein_coding	False	mapped_by_hgnc_entrez
Gene::386676	386676	KRTAP10-9	386676	KRTAP10-9	ENSG00000221837.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::9179	9179	AP4M1	9179	AP4M1	ENSG00000221838.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::81318	81318	OR4A5	81318	OR4A5	ENSG00000221840.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::84226	84226	C2orf16	84226	SPATA31H1	ENSG00000221843.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::401335	401335	C7orf65	401335	LINC02902	ENSG00000221845.4	lncRNA	False	mapped_by_hgnc_entrez
Gene::83895	83895	KRTAP1-5	83895	KRTAP1-5	ENSG00000221852.5	protein_coding	False	mapped_by_hgnc_entrez
Gene::259287	259287	TAS2R41	259287	TAS2R41	ENSG00000221855.1	protein_coding	False	mapped_by_hgnc_entrez
Gene::346525	346525	OR2A12	346525	OR2A12	ENSG00000221858.3	protein_coding	False	mapped_by_hgnc_entrez
Gene::353333	353333	KRTAP10-10	353333	KRTAP10-10	ENSG00000221859.2	protein_coding	False	mapped_by_hgnc_entrez
Gene::353323	353323	KRTAP12-2	353323	KRTAP12-2	ENSG00000221864.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::91584	91584	PLXNA4	91584	PLXNA4	ENSG00000221866.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::4102	4102	MAGEA3	4102	MAGEA3	ENSG00000221867.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::1052	1052	CEBPD	1052	CEBPD	ENSG00000221869.5	protein_coding	False	mapped_by_hgnc_entrez
Gene::100529240	100529240	ZNF816-ZNF321P	100529240	ZNF816-ZNF321P	ENSG00000221874.4	protein_coding	True	mapped_by_hgnc_entrez
Gene::5676	5676	PSG7	5676	PSG7	ENSG00000221878.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::81850	81850	KRTAP1-3	81850	KRTAP1-3	ENSG00000221880.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::4995	4995	OR3A2	4995	OR3A2	ENSG00000221882.3	protein_coding	False	mapped_by_hgnc_entrez
Gene::646450	646450	ARIH2OS	646450	ARIH2OS	ENSG00000221883.4	lncRNA	False	mapped_by_hgnc_entrez
Gene::63920	63920	ZBED8	63920	ZBED8	ENSG00000221886.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::284293	284293	HMSD	284293	HMSD	ENSG00000221887.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::26188	26188	OR1C1	26188	OR1C1	ENSG00000221888.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::23467	23467	NPTXR	23467	NPTXR	ENSG00000221890.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::101059914	101059914	LOC101059914	101059914	FAM218BP	ENSG00000221891.2	processed_pseudogene	True	mapped_by_hgnc_entrez
Gene::285877	285877	POM121L12	285877	POM121L12	ENSG00000221900.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::221786	221786	FAM200A	221786	ZBED8L	ENSG00000221909.3	protein_coding	False	mapped_by_hgnc_entrez
Gene::135948	135948	OR2F2	135948	OR2F2	ENSG00000221910.2	protein_coding	False	mapped_by_hgnc_entrez
Gene::5520	5520	PPP2R2A	5520	PPP2R2A	ENSG00000221914.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::55150	55150	C19orf73	55150	C19orf73	ENSG00000221916.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::400713	400713	ZNF880	400713	ZNF880	ENSG00000221923.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::10626	10626	TRIM16	10626	TRIM16	ENSG00000221926.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::390260	390260	OR6X1	390260	OR6X1	ENSG00000221931.2	protein_coding	False	mapped_by_hgnc_entrez
Gene::641654	641654	HEPN1	641654	HEPN1	ENSG00000221932.6	protein_coding	True	mapped_by_hgnc_entrez
Gene::392138	392138	OR2A25	392138	OR2A25	ENSG00000221933.3	protein_coding	False	mapped_by_hgnc_entrez
Gene::259286	259286	TAS2R40	259286	TAS2R40	ENSG00000221937.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::135941	135941	OR2A14	135941	OR2A14	ENSG00000221938.5	protein_coding	False	mapped_by_hgnc_entrez
Gene::200765	200765	TIGD1	200765	TIGD1	ENSG00000221944.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::53822	53822	FXYD7	53822	FXYD7	ENSG00000221946.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::389668	389668	XKR9	389668	XKR9	ENSG00000221947.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::388759	388759	C1orf229	388759	LINC02897	ENSG00000221953.5	lncRNA	False	mapped_by_hgnc_entrez
Gene::283093	283093	OR4C12	283093	OR4C12	ENSG00000221954.2	protein_coding	False	mapped_by_hgnc_entrez
Gene::84561	84561	SLC12A8	84561	SLC12A8	ENSG00000221955.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::3809	3809	KIR2DS4	3809	KIR2DS4	ENSG00000221957.8	polymorphic_pseudogene	False	mapped_by_hgnc_entrez
Gene::645843	645843	TMEM14E	645843	TMEM14EP	ENSG00000221962.5	transcribed_processed_pseudogene	False	mapped_by_hgnc_entrez
Gene::80830	80830	APOL6	80830	APOL6	ENSG00000221963.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::3995	3995	FADS3	3995	FADS3	ENSG00000221968.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::346528	346528	OR2A1	346528	OR2A1	ENSG00000221970.2	protein_coding	False	mapped_by_hgnc_entrez
Gene::26686	26686	OR4E2	26686	OR4E2	ENSG00000221977.2	protein_coding	False	mapped_by_hgnc_entrez
Gene::81669	81669	CCNL2	81669	CCNL2	ENSG00000221978.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::7311	7311	UBA52	7311	UBA52	ENSG00000221983.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::343263	343263	MYBPHL	343263	MYBPHL	ENSG00000221986.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::9374	9374	PPT2	9374	PPT2	ENSG00000221988.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::442361	442361	OR2A2	442361	OR2A2	ENSG00000221989.2	protein_coding	False	mapped_by_hgnc_entrez
Gene::57232	57232	ZNF630	57232	ZNF630	ENSG00000221994.12	protein_coding	False	mapped_by_hgnc_entrez
