hetionet_gene_id	entrez_id	hetionet_name	current_hgnc_symbol	reason
Gene::101930075	101930075	LOC101930075		entrez_not_in_current_hgnc
Gene::101930111	101930111	LOC101930111		entrez_not_in_current_hgnc
Gene::101930115	101930115	LOC101930115		entrez_not_in_current_hgnc
Gene::101930119	101930119	LOC101930119		entrez_not_in_current_hgnc
Gene::101930123	101930123	LOC101930123		entrez_not_in_current_hgnc
Gene::101930125	101930125	LOC101930125		entrez_not_in_current_hgnc
Gene::101930145	101930145	LOC101930145		entrez_not_in_current_hgnc
Gene::101930165	101930165	LOC101930165		entrez_not_in_current_hgnc
Gene::101930168	101930168	LOC101930168		entrez_not_in_current_hgnc
Gene::101930169	101930169	LOC101930169		entrez_not_in_current_hgnc
Gene::101930171	101930171	LOC101930171		entrez_not_in_current_hgnc
Gene::101930332	101930332	LOC101930332		entrez_not_in_current_hgnc
Gene::102723360	102723360	LOC102723360		entrez_not_in_current_hgnc
Gene::102723382	102723382	LOC102723382		entrez_not_in_current_hgnc
Gene::102723383	102723383	LOC102723383		entrez_not_in_current_hgnc
Gene::102723415	102723415	LOC102723415		entrez_not_in_current_hgnc
Gene::102723418	102723418	LOC102723418		entrez_not_in_current_hgnc
Gene::102723422	102723422	LOC102723422		entrez_not_in_current_hgnc
Gene::102723451	102723451	LOC102723451		entrez_not_in_current_hgnc
Gene::102723456	102723456	LOC102723456		entrez_not_in_current_hgnc
Gene::102723475	102723475	LOC102723475		entrez_not_in_current_hgnc
Gene::102723502	102723502	LOC102723502		entrez_not_in_current_hgnc
Gene::102723503	102723503	LOC102723503		entrez_not_in_current_hgnc
Gene::102723532	102723532	LOC102723532		entrez_not_in_current_hgnc
Gene::102723534	102723534	LOC102723534		entrez_not_in_current_hgnc
Gene::102723553	102723553	LOC102723553		entrez_not_in_current_hgnc
Gene::102723566	102723566	LOC102723566		entrez_not_in_current_hgnc
Gene::102723613	102723613	LOC102723613		entrez_not_in_current_hgnc
Gene::102723643	102723643	LOC102723643		entrez_not_in_current_hgnc
Gene::102723655	102723655	LOC102723655		entrez_not_in_current_hgnc
Gene::102723665	102723665	LOC102723665		entrez_not_in_current_hgnc
Gene::102723713	102723713	LOC102723713		entrez_not_in_current_hgnc
Gene::102723722	102723722	LOC102723722		entrez_not_in_current_hgnc
Gene::102723728	102723728	LOC102723728		entrez_not_in_current_hgnc
Gene::102723730	102723730	LOC102723730		entrez_not_in_current_hgnc
Gene::102723743	102723743	LOC102723743		entrez_not_in_current_hgnc
Gene::102723805	102723805	LOC102723805		entrez_not_in_current_hgnc
Gene::102723822	102723822	LOC102723822		entrez_not_in_current_hgnc
Gene::102723872	102723872	LOC102723872		entrez_not_in_current_hgnc
Gene::102723888	102723888	LOC102723888		entrez_not_in_current_hgnc
Gene::102723891	102723891	LOC102723891		entrez_not_in_current_hgnc
Gene::102723897	102723897	LOC102723897		entrez_not_in_current_hgnc
Gene::102723912	102723912	LOC102723912		entrez_not_in_current_hgnc
Gene::102723930	102723930	LOC102723930		entrez_not_in_current_hgnc
Gene::102723936	102723936	LOC102723936		entrez_not_in_current_hgnc
Gene::102723971	102723971	LOC102723971		entrez_not_in_current_hgnc
Gene::102723996	102723996	LOC102723996		entrez_not_in_current_hgnc
Gene::102724014	102724014	LOC102724014		entrez_not_in_current_hgnc
Gene::102724017	102724017	LOC102724017		entrez_not_in_current_hgnc
Gene::102724023	102724023	LOC102724023		entrez_not_in_current_hgnc
Gene::102724052	102724052	LOC102724052		entrez_not_in_current_hgnc
Gene::102724123	102724123	LOC102724123		entrez_not_in_current_hgnc
Gene::102724135	102724135	LOC102724135		entrez_not_in_current_hgnc
Gene::102724159	102724159	LOC102724159		entrez_not_in_current_hgnc
Gene::102724164	102724164	LOC102724164		entrez_not_in_current_hgnc
Gene::102724175	102724175	LOC102724175		entrez_not_in_current_hgnc
Gene::102724179	102724179	LOC102724179		entrez_not_in_current_hgnc
Gene::102724183	102724183	LOC102724183		entrez_not_in_current_hgnc
Gene::102724184	102724184	LOC102724184		entrez_not_in_current_hgnc
Gene::102724187	102724187	LOC102724187		entrez_not_in_current_hgnc
Gene::102724197	102724197	LOC102724197		entrez_not_in_current_hgnc
Gene::102724200	102724200	LOC102724200		entrez_not_in_current_hgnc
Gene::102724205	102724205	LOC102724205		entrez_not_in_current_hgnc
Gene::102724207	102724207	LOC102724207		entrez_not_in_current_hgnc
Gene::102724229	102724229	LOC102724229		entrez_not_in_current_hgnc
Gene::102724235	102724235	LOC102724235		entrez_not_in_current_hgnc
Gene::102724237	102724237	LOC102724237		entrez_not_in_current_hgnc
Gene::102724250	102724250	LOC102724250		entrez_not_in_current_hgnc
Gene::102724258	102724258	LOC102724258		entrez_not_in_current_hgnc
Gene::102724334	102724334	LOC102724334		entrez_not_in_current_hgnc
Gene::102724356	102724356	LOC102724356		entrez_not_in_current_hgnc
Gene::102724371	102724371	LOC102724371		entrez_not_in_current_hgnc
Gene::102724378	102724378	LOC102724378		entrez_not_in_current_hgnc
Gene::102724385	102724385	LOC102724385		entrez_not_in_current_hgnc
Gene::102724398	102724398	CH507-42P11.6		entrez_not_in_current_hgnc
Gene::102724426	102724426	LOC102724426		entrez_not_in_current_hgnc
Gene::102724427	102724427	LOC102724427		entrez_not_in_current_hgnc
Gene::102724428	102724428	LOC102724428		entrez_not_in_current_hgnc
Gene::102724436	102724436	LOC102724436		entrez_not_in_current_hgnc
Gene::102724441	102724441	LOC102724441		entrez_not_in_current_hgnc
Gene::102724446	102724446	LOC102724446		entrez_not_in_current_hgnc
Gene::102724560	102724560	LOC102724560		entrez_not_in_current_hgnc
Gene::102724580	102724580	LOC102724580		entrez_not_in_current_hgnc
Gene::102724594	102724594	LOC102724594		entrez_not_in_current_hgnc
Gene::102724610	102724610	LOC102724610		entrez_not_in_current_hgnc
Gene::102724624	102724624	LOC102724624		entrez_not_in_current_hgnc
Gene::102724642	102724642	LOC102724642		entrez_not_in_current_hgnc
Gene::102724646	102724646	LOC102724646		entrez_not_in_current_hgnc
Gene::102724652	102724652	LOC102724652		entrez_not_in_current_hgnc
Gene::102724665	102724665	LOC102724665		entrez_not_in_current_hgnc
Gene::102724694	102724694	LOC102724694		entrez_not_in_current_hgnc
Gene::102724728	102724728	LOC102724728		entrez_not_in_current_hgnc
Gene::102724730	102724730	LOC102724730		entrez_not_in_current_hgnc
Gene::102724751	102724751	LOC102724751		entrez_not_in_current_hgnc
Gene::102724770	102724770	LOC102724770		entrez_not_in_current_hgnc
Gene::102724777	102724777	LOC102724777		entrez_not_in_current_hgnc
Gene::102724782	102724782	LOC102724782		entrez_not_in_current_hgnc
Gene::102724788	102724788	LOC102724788		entrez_not_in_current_hgnc
Gene::102724813	102724813	LOC102724813		entrez_not_in_current_hgnc
Gene::102724823	102724823	LOC102724823		entrez_not_in_current_hgnc
Gene::102724828	102724828	LOC102724828		entrez_not_in_current_hgnc
Gene::102724843	102724843	LOC102724843		entrez_not_in_current_hgnc
Gene::102724844	102724844	LOC102724844		entrez_not_in_current_hgnc
Gene::102724877	102724877	LOC102724877		entrez_not_in_current_hgnc
Gene::102724904	102724904	LOC102724904		entrez_not_in_current_hgnc
Gene::102724957	102724957	LOC102724957		entrez_not_in_current_hgnc
Gene::102724965	102724965	LOC102724965		entrez_not_in_current_hgnc
Gene::102724970	102724970	LOC102724970		entrez_not_in_current_hgnc
Gene::102724984	102724984	LOC102724984		entrez_not_in_current_hgnc
Gene::102724985	102724985	LOC102724985		entrez_not_in_current_hgnc
Gene::102724988	102724988	LOC102724988		entrez_not_in_current_hgnc
Gene::102724991	102724991	LOC102724991		entrez_not_in_current_hgnc
Gene::102724992	102724992	LOC102724992		entrez_not_in_current_hgnc
Gene::102724993	102724993	LOC102724993		entrez_not_in_current_hgnc
Gene::102724994	102724994	LOC102724994		entrez_not_in_current_hgnc
Gene::102724995	102724995	LOC102724995		entrez_not_in_current_hgnc
Gene::102725001	102725001	LOC102725001		entrez_not_in_current_hgnc
Gene::102725009	102725009	LOC102725009		entrez_not_in_current_hgnc
Gene::102725015	102725015	LOC102725015		entrez_not_in_current_hgnc
Gene::102725016	102725016	LOC102725016		entrez_not_in_current_hgnc
Gene::102725017	102725017	LOC102725017		entrez_not_in_current_hgnc
Gene::102725023	102725023	LOC102725023		entrez_not_in_current_hgnc
Gene::102725024	102725024	LOC102725024		entrez_not_in_current_hgnc
Gene::102725029	102725029	LOC102725029		entrez_not_in_current_hgnc
Gene::102725031	102725031	LOC102725031		entrez_not_in_current_hgnc
Gene::102725034	102725034	LOC102725034		entrez_not_in_current_hgnc
Gene::102725035	102725035	LOC102725035		entrez_not_in_current_hgnc
Gene::102725043	102725043	LOC102725043		entrez_not_in_current_hgnc
Gene::102725060	102725060	LOC102725060		entrez_not_in_current_hgnc
Gene::102725070	102725070	LOC102725070		entrez_not_in_current_hgnc
Gene::102725091	102725091	LOC102725091		entrez_not_in_current_hgnc
Gene::102725092	102725092	LOC102725092		entrez_not_in_current_hgnc
Gene::102725104	102725104	LOC102725104		entrez_not_in_current_hgnc
Gene::102725106	102725106	LOC102725106		entrez_not_in_current_hgnc
Gene::102725117	102725117	LOC102725117		entrez_not_in_current_hgnc
Gene::102725126	102725126	LOC102725126		entrez_not_in_current_hgnc
Gene::102725138	102725138	LOC102725138		entrez_not_in_current_hgnc
Gene::102725144	102725144	LOC102725144		entrez_not_in_current_hgnc
Gene::102725155	102725155	LOC102725155		entrez_not_in_current_hgnc
Gene::102725179	102725179	LOC102725179		entrez_not_in_current_hgnc
Gene::102725204	102725204	LOC102725204		entrez_not_in_current_hgnc
Gene::102725205	102725205	LOC102725205		entrez_not_in_current_hgnc
Gene::102725207	102725207	LOC102725207		entrez_not_in_current_hgnc
Gene::102725210	102725210	LOC102725210		entrez_not_in_current_hgnc
Gene::102725236	102725236	LOC102725236		entrez_not_in_current_hgnc
Gene::102725241	102725241	LOC102725241		entrez_not_in_current_hgnc
Gene::103344718	103344718	HOTS		entrez_not_in_current_hgnc
Gene::105369139	105369139	LOC105369139		entrez_not_in_current_hgnc
Gene::105369140	105369140	LOC105369140		entrez_not_in_current_hgnc
Gene::105369145	105369145	OFCC1		merged_into_linked_node:Gene::266553
Gene::105369146	105369146	LOC105369146		entrez_not_in_current_hgnc
Gene::105369148	105369148	LOC105369148		entrez_not_in_current_hgnc
Gene::105369153	105369153	LOC105369153		entrez_not_in_current_hgnc
Gene::105369154	105369154	LOC105369154		entrez_not_in_current_hgnc
Gene::105369155	105369155	LOC105369155		entrez_not_in_current_hgnc
Gene::105369159	105369159	LOC105369159		entrez_not_in_current_hgnc
Gene::105369169	105369169	LOC105369169		entrez_not_in_current_hgnc
Gene::105369174	105369174	LOC105369174		entrez_not_in_current_hgnc
Gene::105369175	105369175	LOC105369175		entrez_not_in_current_hgnc
Gene::105369176	105369176	LOC105369176		entrez_not_in_current_hgnc
Gene::105369184	105369184	LOC105369184		entrez_not_in_current_hgnc
Gene::105369186	105369186	LOC105369186		entrez_not_in_current_hgnc
Gene::105369188	105369188	LOC105369188		entrez_not_in_current_hgnc
Gene::105369189	105369189	LOC105369189		entrez_not_in_current_hgnc
Gene::105369190	105369190	LOC105369190		entrez_not_in_current_hgnc
Gene::105369191	105369191	LOC105369191		entrez_not_in_current_hgnc
Gene::105369199	105369199	LOC105369199		entrez_not_in_current_hgnc
Gene::105369200	105369200	LOC105369200		entrez_not_in_current_hgnc
Gene::105369202	105369202	LOC105369202		entrez_not_in_current_hgnc
Gene::105369204	105369204	LOC105369204		entrez_not_in_current_hgnc
Gene::105369205	105369205	LOC105369205		entrez_not_in_current_hgnc
Gene::105369209	105369209	LOC105369209		entrez_not_in_current_hgnc
Gene::105369212	105369212	LOC105369212		entrez_not_in_current_hgnc
Gene::105369214	105369214	LOC105369214		entrez_not_in_current_hgnc
Gene::105369215	105369215	LOC105369215		entrez_not_in_current_hgnc
Gene::105369216	105369216	LOC105369216		entrez_not_in_current_hgnc
Gene::105369230	105369230	LOC105369230		entrez_not_in_current_hgnc
Gene::105369233	105369233	LOC105369233		entrez_not_in_current_hgnc
Gene::105369236	105369236	LOC105369236		entrez_not_in_current_hgnc
Gene::105369237	105369237	LOC105369237		entrez_not_in_current_hgnc
Gene::105369238	105369238	LOC105369238		entrez_not_in_current_hgnc
Gene::105369239	105369239	LOC105369239		entrez_not_in_current_hgnc
Gene::105369240	105369240	LOC105369240		entrez_not_in_current_hgnc
Gene::105369241	105369241	LOC105369241		entrez_not_in_current_hgnc
Gene::105369243	105369243	LOC105369243		entrez_not_in_current_hgnc
Gene::105369244	105369244	LOC105369244		entrez_not_in_current_hgnc
Gene::105369245	105369245	LOC105369245		entrez_not_in_current_hgnc
Gene::105369246	105369246	LOC105369246		entrez_not_in_current_hgnc
Gene::105369247	105369247	LOC105369247		entrez_not_in_current_hgnc
Gene::105369257	105369257	LOC105369257		entrez_not_in_current_hgnc
Gene::105369258	105369258	LOC105369258		entrez_not_in_current_hgnc
Gene::105369259	105369259	LOC105369259		entrez_not_in_current_hgnc
Gene::105369261	105369261	LOC105369261		entrez_not_in_current_hgnc
Gene::105369264	105369264	LOC105369264		entrez_not_in_current_hgnc
Gene::105369266	105369266	LOC105369266		entrez_not_in_current_hgnc
Gene::105369270	105369270	LOC105369270		entrez_not_in_current_hgnc
Gene::105369271	105369271	LOC105369271		entrez_not_in_current_hgnc
Gene::105369273	105369273	LOC105369273		entrez_not_in_current_hgnc
Gene::105369275	105369275	LOC105369275		entrez_not_in_current_hgnc
Gene::105369276	105369276	LOC105369276		entrez_not_in_current_hgnc
Gene::105369277	105369277	LOC105369277		entrez_not_in_current_hgnc
Gene::105369280	105369280	LOC105369280		entrez_not_in_current_hgnc
Gene::105369282	105369282	LOC105369282		entrez_not_in_current_hgnc
Gene::105369311	105369311	LOC105369311		entrez_not_in_current_hgnc
Gene::105369337	105369337	LOC105369337		entrez_not_in_current_hgnc
Gene::105369358	105369358	LOC105369358		entrez_not_in_current_hgnc
Gene::105369425	105369425	LOC105369425		entrez_not_in_current_hgnc
Gene::105369433	105369433	LOC105369433		entrez_not_in_current_hgnc
Gene::105369444	105369444	LOC105369444		entrez_not_in_current_hgnc
Gene::105369445	105369445	LOC105369445		entrez_not_in_current_hgnc
Gene::105369447	105369447	LOC105369447		entrez_not_in_current_hgnc
Gene::105369535	105369535	LOC105369535		entrez_not_in_current_hgnc
Gene::105369546	105369546	LOC105369546		entrez_not_in_current_hgnc
Gene::105369552	105369552	LOC105369552		entrez_not_in_current_hgnc
Gene::105369590	105369590	LOC105369590		entrez_not_in_current_hgnc
Gene::105369591	105369591	LOC105369591		entrez_not_in_current_hgnc
Gene::105369637	105369637	LOC105369637		entrez_not_in_current_hgnc
Gene::105369647	105369647	LOC105369647		entrez_not_in_current_hgnc
Gene::105369660	105369660	LOC105369660		entrez_not_in_current_hgnc
Gene::105369669	105369669	LOC105369669		entrez_not_in_current_hgnc
Gene::105369728	105369728	LOC105369728		entrez_not_in_current_hgnc
Gene::105369766	105369766	LOC105369766		entrez_not_in_current_hgnc
Gene::105369769	105369769	LOC105369769		entrez_not_in_current_hgnc
Gene::105369834	105369834	LOC105369834		entrez_not_in_current_hgnc
Gene::105369868	105369868	LOC105369868		entrez_not_in_current_hgnc
Gene::105369869	105369869	LOC105369869		entrez_not_in_current_hgnc
Gene::105369889	105369889	LOC105369889		entrez_not_in_current_hgnc
Gene::105369914	105369914	LOC105369914		entrez_not_in_current_hgnc
Gene::105369970	105369970	LOC105369970		entrez_not_in_current_hgnc
Gene::105369972	105369972	LOC105369972		entrez_not_in_current_hgnc
Gene::105369997	105369997	LOC105369997		entrez_not_in_current_hgnc
Gene::105370036	105370036	LOC105370036		entrez_not_in_current_hgnc
Gene::105370045	105370045	LOC105370045		entrez_not_in_current_hgnc
Gene::105370098	105370098	LOC105370098		entrez_not_in_current_hgnc
Gene::105370099	105370099	LOC105370099		entrez_not_in_current_hgnc
Gene::105370172	105370172	LOC105370172		entrez_not_in_current_hgnc
Gene::105370199	105370199	LOC105370199		entrez_not_in_current_hgnc
Gene::105370288	105370288	LOC105370288		entrez_not_in_current_hgnc
Gene::105370294	105370294	LOC105370294		entrez_not_in_current_hgnc
Gene::105370295	105370295	LOC105370295		entrez_not_in_current_hgnc
Gene::105370296	105370296	LOC105370296		entrez_not_in_current_hgnc
Gene::105370297	105370297	LOC105370297		entrez_not_in_current_hgnc
Gene::105370298	105370298	LOC105370298		entrez_not_in_current_hgnc
Gene::105370362	105370362	LOC105370362		entrez_not_in_current_hgnc
Gene::105370367	105370367	LOC105370367		entrez_not_in_current_hgnc
Gene::105370368	105370368	LOC105370368		entrez_not_in_current_hgnc
Gene::105370374	105370374	LOC105370374		entrez_not_in_current_hgnc
Gene::105370378	105370378	LOC105370378		entrez_not_in_current_hgnc
Gene::105370380	105370380	LOC105370380		entrez_not_in_current_hgnc
Gene::105370399	105370399	LOC105370399		entrez_not_in_current_hgnc
Gene::105370548	105370548	LOC105370548		entrez_not_in_current_hgnc
Gene::105370551	105370551	LOC105370551		entrez_not_in_current_hgnc
Gene::105370553	105370553	LOC105370553		entrez_not_in_current_hgnc
Gene::105370554	105370554	LOC105370554		entrez_not_in_current_hgnc
Gene::105370579	105370579	LOC105370579		entrez_not_in_current_hgnc
Gene::105370641	105370641	LOC105370641		entrez_not_in_current_hgnc
Gene::105370649	105370649	LOC105370649		entrez_not_in_current_hgnc
Gene::105370691	105370691	LOC105370691		entrez_not_in_current_hgnc
Gene::105370705	105370705	LOC105370705		entrez_not_in_current_hgnc
Gene::105370706	105370706	LOC105370706		entrez_not_in_current_hgnc
Gene::105370707	105370707	LOC105370707		entrez_not_in_current_hgnc
Gene::105370719	105370719	LOC105370719		entrez_not_in_current_hgnc
Gene::105370720	105370720	LOC105370720		entrez_not_in_current_hgnc
Gene::105370748	105370748	LOC105370748		entrez_not_in_current_hgnc
Gene::105370815	105370815	LOC105370815		entrez_not_in_current_hgnc
Gene::105370828	105370828	LOC105370828		entrez_not_in_current_hgnc
Gene::105370838	105370838	LOC105370838		entrez_not_in_current_hgnc
Gene::105370849	105370849	LOC105370849		entrez_not_in_current_hgnc
Gene::105370909	105370909	LOC105370909		entrez_not_in_current_hgnc
Gene::105370929	105370929	LOC105370929		entrez_not_in_current_hgnc
Gene::105370939	105370939	LOC105370939		entrez_not_in_current_hgnc
Gene::105370940	105370940	LOC105370940		entrez_not_in_current_hgnc
Gene::105370941	105370941	LOC105370941		entrez_not_in_current_hgnc
Gene::105370942	105370942	LOC105370942		entrez_not_in_current_hgnc
Gene::105370943	105370943	LOC105370943		entrez_not_in_current_hgnc
Gene::105370945	105370945	LOC105370945		entrez_not_in_current_hgnc
Gene::105370971	105370971	LOC105370971		entrez_not_in_current_hgnc
Gene::105370980	105370980	LOC105370980		entrez_not_in_current_hgnc
Gene::105371031	105371031	LOC105371031		entrez_not_in_current_hgnc
Gene::105371033	105371033	LOC105371033		entrez_not_in_current_hgnc
Gene::105371034	105371034	LOC105371034		entrez_not_in_current_hgnc
Gene::105371035	105371035	LOC105371035		entrez_not_in_current_hgnc
Gene::105371063	105371063	LOC105371063		entrez_not_in_current_hgnc
Gene::105371095	105371095	LOC105371095		entrez_not_in_current_hgnc
Gene::105371099	105371099	LOC105371099		entrez_not_in_current_hgnc
Gene::105371112	105371112	LOC105371112		entrez_not_in_current_hgnc
Gene::105371127	105371127	LOC105371127		entrez_not_in_current_hgnc
Gene::105371128	105371128	LOC105371128		entrez_not_in_current_hgnc
Gene::105371136	105371136	LOC105371136		entrez_not_in_current_hgnc
Gene::105371162	105371162	LOC105371162		entrez_not_in_current_hgnc
Gene::105371164	105371164	LOC105371164		entrez_not_in_current_hgnc
Gene::105371169	105371169	LOC105371169		entrez_not_in_current_hgnc
Gene::105371179	105371179	LOC105371179		entrez_not_in_current_hgnc
Gene::105371185	105371185	LOC105371185		entrez_not_in_current_hgnc
Gene::105371186	105371186	LOC105371186		entrez_not_in_current_hgnc
Gene::105371187	105371187	LOC105371187		entrez_not_in_current_hgnc
Gene::105371188	105371188	LOC105371188		entrez_not_in_current_hgnc
Gene::105371189	105371189	LOC105371189		entrez_not_in_current_hgnc
Gene::105371191	105371191	LOC105371191		entrez_not_in_current_hgnc
Gene::105371192	105371192	LOC105371192		entrez_not_in_current_hgnc
Gene::105371193	105371193	LOC105371193		entrez_not_in_current_hgnc
Gene::105371215	105371215	LOC105371215		entrez_not_in_current_hgnc
Gene::105371253	105371253	LOC105371253		entrez_not_in_current_hgnc
Gene::105371371	105371371	LOC105371371		entrez_not_in_current_hgnc
Gene::105371397	105371397	LOC105371397		entrez_not_in_current_hgnc
Gene::105371405	105371405	LOC105371405		entrez_not_in_current_hgnc
Gene::105371409	105371409	LOC105371409		entrez_not_in_current_hgnc
Gene::105371414	105371414	LOC105371414		entrez_not_in_current_hgnc
Gene::105371417	105371417	LOC105371417		entrez_not_in_current_hgnc
Gene::105371419	105371419	LOC105371419		entrez_not_in_current_hgnc
Gene::105371420	105371420	LOC105371420		entrez_not_in_current_hgnc
Gene::105371424	105371424	LOC105371424		entrez_not_in_current_hgnc
Gene::105371430	105371430	LOC105371430		entrez_not_in_current_hgnc
Gene::105371432	105371432	LOC105371432		entrez_not_in_current_hgnc
Gene::105371437	105371437	LOC105371437		entrez_not_in_current_hgnc
Gene::105371448	105371448	LOC105371448		entrez_not_in_current_hgnc
Gene::105371478	105371478	LOC105371478		entrez_not_in_current_hgnc
Gene::105371486	105371486	LOC105371486		entrez_not_in_current_hgnc
Gene::105371558	105371558	LOC105371558		entrez_not_in_current_hgnc
Gene::105371566	105371566	LOC105371566		entrez_not_in_current_hgnc
Gene::105371591	105371591	LOC105371591		entrez_not_in_current_hgnc
Gene::105371592	105371592	LOC105371592		entrez_not_in_current_hgnc
Gene::105371641	105371641	LOC105371641		entrez_not_in_current_hgnc
Gene::105371697	105371697	LOC105371697		entrez_not_in_current_hgnc
Gene::105371727	105371727	LOC105371727		entrez_not_in_current_hgnc
Gene::105371729	105371729	LOC105371729		entrez_not_in_current_hgnc
Gene::105371752	105371752	LOC105371752		entrez_not_in_current_hgnc
Gene::105371789	105371789	LOC105371789		entrez_not_in_current_hgnc
Gene::105371810	105371810	LOC105371810		entrez_not_in_current_hgnc
Gene::105371844	105371844	LOC105371844		entrez_not_in_current_hgnc
Gene::105371899	105371899	LOC105371899		entrez_not_in_current_hgnc
Gene::105371905	105371905	LOC105371905		entrez_not_in_current_hgnc
Gene::105371910	105371910	LOC105371910		entrez_not_in_current_hgnc
Gene::105371921	105371921	LOC105371921		entrez_not_in_current_hgnc
Gene::105371930	105371930	LOC105371930		entrez_not_in_current_hgnc
Gene::105371931	105371931	LOC105371931		entrez_not_in_current_hgnc
Gene::105371932	105371932	LOC105371932		entrez_not_in_current_hgnc
Gene::105371933	105371933	LOC105371933		entrez_not_in_current_hgnc
Gene::105371934	105371934	LOC105371934		entrez_not_in_current_hgnc
Gene::105371935	105371935	LOC105371935		entrez_not_in_current_hgnc
Gene::105371936	105371936	LOC105371936		entrez_not_in_current_hgnc
Gene::105371937	105371937	LOC105371937		entrez_not_in_current_hgnc
Gene::105371944	105371944	LOC105371944		entrez_not_in_current_hgnc
Gene::105372013	105372013	LOC105372013		entrez_not_in_current_hgnc
Gene::105372014	105372014	LOC105372014		entrez_not_in_current_hgnc
Gene::105372015	105372015	LOC105372015		entrez_not_in_current_hgnc
Gene::105372022	105372022	LOC105372022		entrez_not_in_current_hgnc
Gene::105372109	105372109	LOC105372109		entrez_not_in_current_hgnc
Gene::105372192	105372192	LOC105372192		entrez_not_in_current_hgnc
Gene::105372204	105372204	LOC105372204		entrez_not_in_current_hgnc
Gene::105372231	105372231	LOC105372231		entrez_not_in_current_hgnc
Gene::105372269	105372269	LOC105372269		entrez_not_in_current_hgnc
Gene::105372271	105372271	LOC105372271		entrez_not_in_current_hgnc
Gene::105372277	105372277	LOC105372277		entrez_not_in_current_hgnc
Gene::105372285	105372285	LOC105372285		entrez_not_in_current_hgnc
Gene::105372315	105372315	LOC105372315	ERVS71-1	no_kirc_feature_for_this_gene
Gene::105372319	105372319	LOC105372319		entrez_not_in_current_hgnc
Gene::105372328	105372328	LOC105372328		entrez_not_in_current_hgnc
Gene::105372342	105372342	LOC105372342		entrez_not_in_current_hgnc
Gene::105372343	105372343	LOC105372343		entrez_not_in_current_hgnc
Gene::105372344	105372344	LOC105372344		entrez_not_in_current_hgnc
Gene::105372373	105372373	LOC105372373		entrez_not_in_current_hgnc
Gene::105372378	105372378	LOC105372378		entrez_not_in_current_hgnc
Gene::105372382	105372382	FFAR2		merged_into_linked_node:Gene::2867
Gene::105372384	105372384	LOC105372384		entrez_not_in_current_hgnc
Gene::105372386	105372386	LOC105372386		entrez_not_in_current_hgnc
Gene::105372387	105372387	LOC105372387		entrez_not_in_current_hgnc
Gene::105372389	105372389	LOC105372389		entrez_not_in_current_hgnc
Gene::105372412	105372412	LOC105372412		entrez_not_in_current_hgnc
Gene::105372417	105372417	LOC105372417		entrez_not_in_current_hgnc
Gene::105372474	105372474	LOC105372474		entrez_not_in_current_hgnc
Gene::105372478	105372478	LOC105372478		entrez_not_in_current_hgnc
Gene::105372487	105372487	LOC105372487		entrez_not_in_current_hgnc
Gene::105372490	105372490	LOC105372490		entrez_not_in_current_hgnc
Gene::105372493	105372493	LOC105372493		entrez_not_in_current_hgnc
Gene::105372496	105372496	LOC105372496		entrez_not_in_current_hgnc
Gene::105372559	105372559	LOC105372559		entrez_not_in_current_hgnc
Gene::105372569	105372569	LOC105372569		entrez_not_in_current_hgnc
Gene::105372585	105372585	LOC105372585		entrez_not_in_current_hgnc
Gene::105372704	105372704	LOC105372704		entrez_not_in_current_hgnc
Gene::105372714	105372714	LOC105372714	BPIFA6P	no_kirc_feature_for_this_gene
Gene::105372715	105372715	LOC105372715		entrez_not_in_current_hgnc
Gene::105372723	105372723	LOC105372723		entrez_not_in_current_hgnc
Gene::105372811	105372811	LOC105372811		entrez_not_in_current_hgnc
Gene::105372824	105372824	LOC105372824		entrez_not_in_current_hgnc
Gene::105372834	105372834	LOC105372834		entrez_not_in_current_hgnc
Gene::105372836	105372836	LOC105372836		entrez_not_in_current_hgnc
Gene::105372843	105372843	LOC105372843		entrez_not_in_current_hgnc
Gene::105372844	105372844	LOC105372844		entrez_not_in_current_hgnc
Gene::105372847	105372847	LOC105372847		entrez_not_in_current_hgnc
Gene::105372855	105372855	LOC105372855		entrez_not_in_current_hgnc
Gene::105372867	105372867	LOC105372867		entrez_not_in_current_hgnc
Gene::105372872	105372872	LOC105372872		entrez_not_in_current_hgnc
Gene::105372954	105372954	LOC105372954		entrez_not_in_current_hgnc
Gene::105373057	105373057	LOC105373057		entrez_not_in_current_hgnc
Gene::105373071	105373071	LOC105373071		entrez_not_in_current_hgnc
Gene::105373073	105373073	LOC105373073		entrez_not_in_current_hgnc
Gene::105373090	105373090	LOC105373090		entrez_not_in_current_hgnc
Gene::105373091	105373091	LOC105373091		entrez_not_in_current_hgnc
Gene::105373093	105373093	LOC105373093		entrez_not_in_current_hgnc
Gene::105373094	105373094	LOC105373094		entrez_not_in_current_hgnc
Gene::105373099	105373099	LOC105373099		entrez_not_in_current_hgnc
Gene::105373102	105373102	LOC105373102		entrez_not_in_current_hgnc
Gene::105373132	105373132	LOC105373132		entrez_not_in_current_hgnc
Gene::105373133	105373133	LOC105373133		entrez_not_in_current_hgnc
Gene::105373154	105373154	LOC105373154		entrez_not_in_current_hgnc
Gene::105373156	105373156	LOC105373156		entrez_not_in_current_hgnc
Gene::105373157	105373157	LOC105373157		entrez_not_in_current_hgnc
Gene::105373200	105373200	LOC105373200		entrez_not_in_current_hgnc
Gene::105373226	105373226	LOC105373226		entrez_not_in_current_hgnc
