ensembl_id	gene_symbol	entrez_id	hetionet_gene_id	hetionet_gene_symbol	mapping_status
ENSG00000121410	A1BG	1	Gene::1	A1BG	mapped
ENSG00000156006	NAT2	10	Gene::10	NAT2	mapped
ENSG00000196839	ADA	100	Gene::100	ADA	mapped
ENSG00000170558	CDH2	1000	Gene::1000	CDH2	mapped
ENSG00000117020	AKT3	10000	Gene::10000	AKT3	mapped
ENSG00000236362	GAGE12F	100008586	Gene::100008586	GAGE12F	mapped
ENSG00000133997	MED6	10001	Gene::10001	MED6	mapped
ENSG00000278570	NR2E3	10002	Gene::10002	NR2E3	mapped
ENSG00000077616	NAALAD2	10003	Gene::10003	NAALAD2	mapped
ENSG00000282757	DUXB	100033411	Gene::100033411	DUXB	mapped
ENSG00000099974	DDTL	100037417	Gene::100037417	DDTL	mapped
ENSG00000168060	NAALADL1	10004	Gene::10004	NAALADL1	mapped
ENSG00000254415	SIGLEC14	100049587	Gene::100049587	SIGLEC14	mapped
ENSG00000101473	ACOT8	10005	Gene::10005	ACOT8	mapped
ENSG00000136754	ABI1	10006	Gene::10006	ABI1	mapped
ENSG00000113552	GNPDA1	10007	Gene::10007	GNPDA1	mapped
ENSG00000175538	KCNE3	10008	Gene::10008	KCNE3	mapped
ENSG00000177485	ZBTB33	10009	Gene::10009	ZBTB33	mapped
ENSG00000062038	CDH3	1001	Gene::1001	CDH3	mapped
ENSG00000136560	TANK	10010	Gene::10010	TANK	mapped
ENSG00000272391	POM121C	100101267	Gene::100101267	POM121C	mapped
ENSG00000186814	ZSCAN30	100101467	Gene::100101467	ZSCAN30	mapped
ENSG00000213523	SRA1	10011	Gene::10011	SRA1	mapped
ENSG00000205269	TMEM170B	100113407	Gene::100113407	TMEM170B	mapped
ENSG00000220201	ZGLP1	100125288	Gene::100125288	ZGLP1	mapped
ENSG00000186367	MINAR2	100127206	Gene::100127206	KIAA1024L	mapped
ENSG00000253250	C8orf88	100127983	Gene::100127983	C8orf88	mapped
ENSG00000225828	FAM229A	100128071	Gene::100128071	FAM229A	mapped
ENSG00000259658	UBE2Q2P13	100128108	Gene::100128108	LOC100128108	mapped
ENSG00000173626	TRAPPC3L	100128327	Gene::100128327	TRAPPC3L	mapped
ENSG00000149443	SCP2D1-AS1	100128496	Gene::100128496	C20orf78	mapped
ENSG00000288784	CTAGE4	100128553	Gene::100128553	CTAGE4	mapped
ENSG00000183397	TEKTIP1	100128569	Gene::100128569	C19orf71	mapped
ENSG00000228474	OST4	100128731	Gene::100128731	OST4	mapped
ENSG00000260868	LINC01960	100128905	Gene::100128905	LOC100128905	mapped
ENSG00000179627	ZBTB42	100128927	Gene::100128927	ZBTB42	mapped
ENSG00000255441	SIGLEC10-AS1	100129083	Gene::100129083	LOC100129083	mapped
ENSG00000215811	BTNL10P	100129094	Gene::100129094	BTNL10	mapped
ENSG00000256980	KHDC1L	100129128	Gene::100129128	KHDC1L	mapped
ENSG00000225805	DEFB131B	100129216	Gene::100129216	LOC100129216	mapped
ENSG00000224440	CXorf51A	100129239	Gene::100129239	CXorf51A	mapped
ENSG00000198854	KPLCE	100129271	Gene::100129271	C1orf68	mapped
ENSG00000218819	TDRD15	100129278	Gene::100129278	TDRD15	mapped
ENSG00000256537	SMIM10L1	100129361	Gene::100129361	SMIM10L1	mapped
ENSG00000205549	LINC03041	100129385	Gene::100129385	C9orf92	mapped
ENSG00000225526	MKRN2OS	100129480	Gene::100129480	MKRN2OS	mapped
ENSG00000282815	TEX13C	100129520	Gene::100129520	LOC100129520	mapped
ENSG00000183850	ZNF730	100129543	Gene::100129543	ZNF730	mapped
ENSG00000189157	FAM47E	100129583	Gene::100129583	FAM47E	mapped
ENSG00000261787	TCF24	100129654	Gene::100129654	TCF24	mapped
ENSG00000205442	IZUMO3	100129669	Gene::100129669	IZUMO3	mapped
ENSG00000198865	CCDC152	100129792	Gene::100129792	CCDC152	mapped
ENSG00000237440	ZNF737	100129842	Gene::100129842	ZNF737	mapped
ENSG00000274386	TMEM269	100129924	Gene::100129924	LOC100129924	mapped
ENSG00000197301	HMGA2-AS1	100129940	Gene::100129940	LOC100129940	mapped
ENSG00000187791	SPATA31F3	100129969	Gene::100129969	FAM205C	mapped
ENSG00000094631	HDAC6	10013	Gene::10013	HDAC6	mapped
ENSG00000268738	HSFX2	100130086	Gene::100130086	HSFX2	mapped
ENSG00000223519	KIF28P	100130097	Gene::100130097	KIF28P	mapped
ENSG00000255181	CCDC166	100130274	Gene::100130274	CCDC166	mapped
ENSG00000274443	C8orf89	100130301	Gene::100130301	C8orf89	mapped
ENSG00000223731	SUPT20HL1	100130302	Gene::100130302	SUPT20HL1	mapped
ENSG00000205710	C17orf107	100130311	Gene::100130311	C17orf107	mapped
ENSG00000224479	CDHR18P	100130345	Gene::100130345	LOC100130345	mapped
ENSG00000187066	CATSPERH	100130348	Gene::100130348	TMEM262	mapped
ENSG00000215115	CXorf49	100130361	Gene::100130361	CXorf49	mapped
ENSG00000262223	LINC03048	100130370	Gene::100130370	LOC100130370	mapped
ENSG00000196096	SPAG16-DT	100130451	Gene::100130451	LOC100130451	mapped
ENSG00000188051	TMEM221	100130519	Gene::100130519	TMEM221	mapped
ENSG00000284690	CD300H	100130520	Gene::100130520	LOC100130520	mapped
ENSG00000277288	LINC02881	100130539	Gene::100130539	C10orf142	mapped
ENSG00000183631	PRR32	100130613	Gene::100130613	PRR32	mapped
ENSG00000272899	SPMIP1	100130705	Gene::100130705	LOC100130705	mapped
ENSG00000186105	LRRC70	100130733	Gene::100130733	LRRC70	mapped
ENSG00000214954	LRRC69	100130742	Gene::100130742	LRRC69	mapped
ENSG00000231274	SBK3	100130827	Gene::100130827	SBK3	mapped
		100130863	Gene::100130863	ZNF840P	mapped
ENSG00000237243	CREB3L2-AS1	100130880	Gene::100130880	LOC100130880	mapped
ENSG00000279170	TSTD3P	100130890	Gene::100130890	TSTD3	mapped
ENSG00000259120	ERLN	100130933	Gene::100130933	SMIM6	mapped
ENSG00000205078	SYCE1L	100130958	Gene::100130958	SYCE1L	mapped
ENSG00000203711	LINC02901	100130967	Gene::100130967	C6orf99	mapped
ENSG00000164500	SPMIP7	100130988	Gene::100130988	C7orf72	mapped
ENSG00000205903	ZNF316	100131017	Gene::100131017	ZNF316	mapped
ENSG00000205790	DPP9-AS1	100131094	Gene::100131094	DPP9-AS1	mapped
ENSG00000188334	BSPH1	100131137	Gene::100131137	BSPH1	mapped
ENSG00000215845	TSTD1	100131187	Gene::100131187	TSTD1	mapped
ENSG00000189362	NEMP2	100131211	Gene::100131211	NEMP2	mapped
ENSG00000230778	ANKRD63	100131244	Gene::100131244	ANKRD63	mapped
ENSG00000263201	DPEP2NB	100131303	Gene::100131303	LOC100131303	mapped
ENSG00000205177	C11orf91	100131378	Gene::100131378	C11orf91	mapped
ENSG00000217236	SP9	100131390	Gene::100131390	SP9	mapped
ENSG00000204345	CD300LD	100131439	Gene::100131439	CD300LD	mapped
ENSG00000214534	ZNF705EP	100131539	Gene::100131539	ZNF705E	mapped
ENSG00000255251	PRR23D1	100131608	Gene::100131608	PRR23D1	mapped
ENSG00000196440	ARMCX4	100131755	Gene::100131755	ARMCX4	mapped
ENSG00000229833	PET100	100131801	Gene::100131801	PET100	mapped
ENSG00000227124	ZNF717	100131827	Gene::100131827	ZNF717	mapped
ENSG00000204767	INSYN2B	100131897	Gene::100131897	FAM196B	mapped
ENSG00000232263	KRTAP25-1	100131902	Gene::100131902	KRTAP25-1	mapped
ENSG00000215372	ZNF705G	100131980	Gene::100131980	ZNF705G	mapped
ENSG00000204060	FOXO6	100132074	Gene::100132074	FOXO6	mapped
ENSG00000283473	FAM240A	100132146	Gene::100132146	LOC100132146	mapped
ENSG00000223602	ANKRD30BP5	100132154	Gene::100132154	LOC100132154	mapped
ENSG00000243716	NPIPB5	100132247	Gene::100132247	NPIPB5	mapped
ENSG00000212722	KRTAP4-9	100132386	Gene::100132386	KRTAP4-9	mapped
ENSG00000215356	ZNF705B	100132396	Gene::100132396	ZNF705B	mapped
ENSG00000227488	GAGE12D	100132399	Gene::100132399	GAGE12D	mapped
ENSG00000233013	FAM157B	100132403	Gene::100132403	FAM157B	mapped
ENSG00000271425	NBPF10	100132406	Gene::100132406	NBPF10	mapped
ENSG00000185758	CLDN24	100132463	Gene::100132463	CLDN24	mapped
ENSG00000240871	KRTAP4-7	100132476	Gene::100132476	KRTAP4-7	mapped
		100132506	Gene::100132506	FAM197Y3	mapped
ENSG00000258869	LINC02312	100132612	Gene::100132612	LOC100132612	mapped
ENSG00000233838	DPH3P1	100132911	Gene::100132911	DPH3P1	mapped
ENSG00000145642	SHISAL2B	100132916	Gene::100132916	FAM159B	mapped
ENSG00000234830	FAM197Y9	100132932	Gene::100132932	FAM197Y9	mapped
ENSG00000203870	SMIM9	100132963	Gene::100132963	SMIM9	mapped
ENSG00000215113	CXorf49B	100132994	Gene::100132994	CXorf49B	mapped
ENSG00000235699	CXorf51B	100133053	Gene::100133053	CXorf51B	mapped
ENSG00000189090	FAM25G	100133093	Gene::100133093	FAM25G	mapped
ENSG00000188438	DEFB108F	100133128	Gene::100133128	LOC100133128	mapped
ENSG00000188388	GOLGA6L3P	100133220	Gene::100133220	GOLGA6L3	mapped
ENSG00000255378	PRR23D2	100133251	Gene::100133251	PRR23D2	mapped
ENSG00000233050	DEFB130B	100133267	Gene::100133267	LOC100133267	mapped
ENSG00000272398	CD24	100133941	Gene::100133941	CD24	mapped
ENSG00000260458	KCNJ18	100134444	Gene::100134444	KCNJ18	mapped
ENSG00000257949	TEN1	100134934	Gene::100134934	TEN1	mapped
ENSG00000267368	UPK3BL1	100134938	Gene::100134938	UPK3BL	mapped
ENSG00000243789	JMJD7	100137047	Gene::100137047	JMJD7	mapped
ENSG00000243708	PLA2G4B	100137049	Gene::100137049	PLA2G4B	mapped
ENSG00000108840	HDAC5	10014	Gene::10014	HDAC5	mapped
ENSG00000187997	IL40	100141515	Gene::100141515	C17orf99	mapped
ENSG00000289604	CTAGE8	100142659	Gene::100142659	CTAGE8	mapped
ENSG00000224675	GALNT13-AS1	100144595	Gene::100144595	LOC100144595	mapped
ENSG00000227268	KLLN	100144748	Gene::100144748	KLLN	mapped
ENSG00000170248	PDCD6IP	10015	Gene::10015	PDCD6IP	mapped
ENSG00000249915	PDCD6	10016	Gene::10016	PDCD6	mapped
ENSG00000236027	PATE3	100169851	Gene::100169851	PATE3	mapped
ENSG00000137875	BCL2L10	10017	Gene::10017	BCL2L10	mapped
ENSG00000226763	SRRM5	100170229	Gene::100170229	SRRM5	mapped
ENSG00000204978	ERICH4	100170765	Gene::100170765	ERICH4	mapped
ENSG00000273604	EPOP	100170841	Gene::100170841	C17orf96	mapped
ENSG00000248710	TRIM59-IFT80	100174949	Gene::100174949	TRIM59-IFT80	mapped
ENSG00000153094	BCL2L11	10018	Gene::10018	BCL2L11	mapped
ENSG00000214736	TOMM6	100188893	Gene::100188893	TOMM6	mapped
ENSG00000111252	SH2B3	10019	Gene::10019	SH2B3	mapped
ENSG00000187658	C5orf52	100190949	Gene::100190949	C5orf52	mapped
ENSG00000225556	C2CD4D	100191040	Gene::100191040	C2CD4D	mapped
ENSG00000179242	CDH4	1002	Gene::1002	CDH4	mapped
ENSG00000159921	GNE	10020	Gene::10020	GNE	mapped
ENSG00000138622	HCN4	10021	Gene::10021	HCN4	mapped
ENSG00000172410	INSL5	10022	Gene::10022	INSL5	mapped
ENSG00000165879	FRAT1	10023	Gene::10023	FRAT1	mapped
ENSG00000135451	TROAP	10024	Gene::10024	TROAP	mapped
ENSG00000175221	MED16	10025	Gene::10025	MED16	mapped
ENSG00000142892	PIGK	10026	Gene::10026	PIGK	mapped
ENSG00000214694	ARHGEF33	100271715	Gene::100271715	ARHGEF33	mapped
ENSG00000268964	ERVV-2	100271846	Gene::100271846	ERVV-2	mapped
ENSG00000213999	MEF2B	100271849	Gene::100271849	MEF2B	mapped
ENSG00000170667	RASA4B	100271927	Gene::100271927	RASA4B	mapped
ENSG00000182712	CMC4	100272147	Gene::100272147	CMC4	mapped
ENSG00000205989	DEFB109C	100286963	Gene::100286963	DEFB109	mapped
ENSG00000163612	FAM86KP	100287013	Gene::100287013	FAM86KP	mapped
ENSG00000231396	USP17L10	100287144	Gene::100287144	USP17L10	mapped
ENSG00000181404	WASHC1	100287171	Gene::100287171	WASH1	mapped
ENSG00000233136	USP17L11	100287178	Gene::100287178	USP17L11	mapped
ENSG00000227551	USP17L12	100287205	Gene::100287205	USP17L12	mapped
ENSG00000196350	ZNF729	100287226	Gene::100287226	ZNF729	mapped
ENSG00000232399	USP17L13	100287238	Gene::100287238	USP17L13	mapped
ENSG00000205693	MANSC4	100287284	Gene::100287284	MANSC4	mapped
ENSG00000249104	USP17L17	100287327	Gene::100287327	USP17L17	mapped
ENSG00000261603	PRSS46P	100287362	Gene::100287362	PRSS46	mapped
ENSG00000250844	USP17L18	100287364	Gene::100287364	USP17L18	mapped
ENSG00000230031	POTEB2	100287399	Gene::100287399	POTEB2	mapped
ENSG00000248920	USP17L19	100287404	Gene::100287404	USP17L19	mapped
ENSG00000250745	USP17L20	100287441	Gene::100287441	USP17L20	mapped
ENSG00000249811	USP17L21	100287478	Gene::100287478	USP17L21	mapped
ENSG00000240204	SMKR1	100287482	Gene::100287482	SMKR1	mapped
ENSG00000248933	USP17L22	100287513	Gene::100287513	USP17L22	mapped
ENSG00000230062	ANKRD66	100287718	Gene::100287718	ANKRD66	mapped
		100287798	Gene::100287798	FAM197Y8	mapped
ENSG00000257038	ARHGEF17-AS1	100287837	Gene::100287837	LOC100287837	mapped
		100287859	Gene::100287859	FAM197Y6	mapped
ENSG00000215912	TTC34	100287898	Gene::100287898	TTC34	mapped
ENSG00000265354	TIMM23	100287932	Gene::100287932	TIMM23	mapped
ENSG00000183921	SDR42E2	100288072	Gene::100288072	SDR42E2	mapped
ENSG00000162825	NBPF20	100288142	Gene::100288142	NBPF20	mapped
ENSG00000206106	KRTAP22-2	100288287	Gene::100288287	KRTAP22-2	mapped
ENSG00000231068	KRTAP21-3	100288323	Gene::100288323	KRTAP21-3	mapped
ENSG00000183793	NPIPA5	100288332	Gene::100288332	NPIPA5	mapped
ENSG00000226887	ERVMER34-1	100288413	Gene::100288413	ERVMER34-1	mapped
		100288485	Gene::100288485	MTRNR2L7	mapped
ENSG00000223569	USP17L15	100288520	Gene::100288520	USP17L15	mapped
ENSG00000260596	DUX4	100288687	Gene::100288687	DUX4	mapped
ENSG00000256671	LIMS4	100288695	Gene::100288695	LIMS3L	mapped
ENSG00000198326	TMEM239	100288797	Gene::100288797	TMEM239	mapped
ENSG00000172969	FRG2C	100288801	Gene::100288801	FRG2C	mapped
ENSG00000234469	CLDN34	100288814	Gene::100288814	CLDN34	mapped
ENSG00000286651	PRSS43P	100288960	Gene::100288960	PRSS43	mapped
ENSG00000236424	TSPY10	100289087	Gene::100289087	TSPY10	mapped
ENSG00000282826	FRG1CP	100289097	Gene::100289097	LOC100289097	mapped
ENSG00000244219	TMEM225B	100289187	Gene::100289187	GS1-259H13.2	mapped
ENSG00000283378	CNTNAP3C	100289279	Gene::100289279	LOC100289279	mapped
ENSG00000177257	DEFB4B	100289462	Gene::100289462	DEFB4B	mapped
ENSG00000196458	ZNF605	100289635	Gene::100289635	ZNF605	mapped
ENSG00000204946	ZNF783	100289678	Gene::100289678	ZNF783	mapped
ENSG00000269343	ZNF587B	100293516	Gene::100293516	ZNF587B	mapped
ENSG00000179776	CDH5	1003	Gene::1003	CDH5	mapped
ENSG00000251201	TMED7-TICAM2	100302736	Gene::100302736	TMED7-TICAM2	mapped
ENSG00000232838	PET117	100303755	Gene::100303755	PET117	mapped
ENSG00000173678	SPDYE2B	100310812	Gene::100310812	SPDYE2B	mapped
ENSG00000157999	ANKRD61	100310846	Gene::100310846	ANKRD61	mapped
ENSG00000205307	SAP25	100316904	Gene::100316904	SAP25	mapped
ENSG00000204025	TRPC5OS	100329135	Gene::100329135	TRPC5OS	mapped
ENSG00000167670	CHAF1A	10036	Gene::10036	CHAF1A	mapped
ENSG00000129484	PARP2	10038	Gene::10038	PARP2	mapped
ENSG00000257315	ZBED6	100381270	Gene::100381270	ZBED6	mapped
ENSG00000041880	PARP3	10039	Gene::10039	PARP3	mapped
ENSG00000113361	CDH6	1004	Gene::1004	CDH6	mapped
ENSG00000141198	TOM1L1	10040	Gene::10040	TOM1L1	mapped
ENSG00000100281	HMGXB4	10042	Gene::10042	HMGXB4	mapped
ENSG00000254709	IGLL5	100423062	Gene::100423062	IGLL5	mapped
ENSG00000100284	TOM1	10043	Gene::10043	TOM1	mapped
ENSG00000256797	KLRF2	100431172	Gene::100431172	KLRF2	mapped
ENSG00000095370	SH2D3C	10044	Gene::10044	SH2D3C	mapped
ENSG00000125731	SH2D3A	10045	Gene::10045	SH2D3A	mapped
ENSG00000013619	MAMLD1	10046	Gene::10046	MAMLD1	mapped
		100462977	Gene::100462977	MTRNR2L1	mapped
		100462981	Gene::100462981	MTRNR2L2	mapped
		100462983	Gene::100462983	MTRNR2L3	mapped
		100463285	Gene::100463285	MTRNR2L4	mapped
		100463289	Gene::100463289	MTRNR2L5	mapped
		100463482	Gene::100463482	MTRNR2L6	mapped
		100463486	Gene::100463486	MTRNR2L8	mapped
		100463487	Gene::100463487	MTRNR2L9	mapped
		100463488	Gene::100463488	MTRNR2L10	mapped
ENSG00000125815	CST8	10047	Gene::10047	CST8	mapped
ENSG00000010017	RANBP9	10048	Gene::10048	RANBP9	mapped
ENSG00000105993	DNAJB6	10049	Gene::10049	DNAJB6	mapped
ENSG00000197816	CCDC180	100499483	Gene::100499483	CCDC180	mapped
ENSG00000081138	CDH7	1005	Gene::1005	CDH7	mapped
ENSG00000146039	SLC17A4	10050	Gene::10050	SLC17A4	mapped
ENSG00000255359	CCDC179	100500938	Gene::100500938	CCDC179	mapped
ENSG00000283154	IQCJ-SCHIP1	100505385	Gene::100505385	IQCJ-SCHIP1	mapped
ENSG00000230601	TEX48	100505478	Gene::100505478	LOC100505478	mapped
ENSG00000267040	ATP8B1-AS1	100505549	Gene::100505549	LOC100505549	mapped
ENSG00000227306	LINC02708	100505570	Gene::100505570	LOC100505570	mapped
ENSG00000259330	INAFM2	100505573	Gene::100505573	INAFM2	mapped
ENSG00000204913	LRRC3C	100505591	Gene::100505591	LRRC3C	mapped
ENSG00000259511	UBE2Q2P16	100505679	Gene::100505679	UBE2Q2L	mapped
ENSG00000180386	KRTAP9-7	100505724	Gene::100505724	KRTAP9-7	mapped
ENSG00000122432	SPATA1	100505741	Gene::100505741	SPATA1	mapped
ENSG00000212657	KRTAP16-1	100505753	Gene::100505753	KRTAP16-1	mapped
ENSG00000205482	SPDYE18	100505767	Gene::100505767	SPDYE18	mapped
ENSG00000263958	NETO1-DT	100505797	Gene::100505797	LOC100505797	mapped
ENSG00000250803	ZNF475	100505841	Gene::100505841	LOC100505841	mapped
ENSG00000233153	UBE2E2-DT	100505877	Gene::100505877	UBE2E2-AS1	mapped
ENSG00000185863	TMEM210	100505993	Gene::100505993	TMEM210	mapped
ENSG00000230510	PPP5D1P	100506012	Gene::100506012	PPP5D1	mapped
ENSG00000248329	APELA	100506013	Gene::100506013	APELA	mapped
ENSG00000205858	LRRC72	100506049	Gene::100506049	LRRC72	mapped
ENSG00000228696	ARL17B	100506084	Gene::100506084	ARL17B	mapped
ENSG00000224397	PELATON	100506115	Gene::100506115	LINC01272	mapped
ENSG00000179240	GVQW3	100506127	Gene::100506127	LOC100506127	mapped
ENSG00000243749	TMEM35B	100506144	Gene::100506144	ZMYM6NB	mapped
ENSG00000171116	HSFX1	100506164	Gene::100506164	HSFX1	mapped
ENSG00000240747	KRABD1	100506243	Gene::100506243	KRBOX1	mapped
ENSG00000198134	PTMAP9	100506248	Gene::100506248	LOC100506248	mapped
ENSG00000267710	EDDM13	100506374	Gene::100506374	LOC100506374	mapped
ENSG00000262061	RPH3AL-AS1	100506388	Gene::100506388	LOC100506388	mapped
ENSG00000276759	LINC03106	100506422	Gene::100506422	LOC100506422	mapped
ENSG00000182873	PRKCZ-AS1	100506504	Gene::100506504	LOC100506504	mapped
ENSG00000249693	SPMAP2L	100506564	Gene::100506564	THEGL	mapped
ENSG00000276255	LINC02809	100506571	Gene::100506571	LOC100506571	mapped
ENSG00000260456	C16orf95	100506581	Gene::100506581	C16orf95	mapped
ENSG00000197822	OCLN	100506658	Gene::100506658	OCLN	mapped
ENSG00000205045	SLFN12L	100506736	Gene::100506736	SLFN12L	mapped
ENSG00000204403	CASP12	100506742	Gene::100506742	CASP12	mapped
ENSG00000288616	ELOA3DP	100506888	Gene::100506888	TCEB3CL2	mapped
ENSG00000236682	MAP3K2-DT	100506922	Gene::100506922	LOC100506922	mapped
ENSG00000261949	GFY	100507003	Gene::100507003	GFY	mapped
ENSG00000227877	MRLN	100507027	Gene::100507027	MRLN	mapped
ENSG00000261594	TPBGL	100507050	Gene::100507050	TPBGL	mapped
ENSG00000204583	LRCOL1	100507055	Gene::100507055	LRCOL1	mapped
ENSG00000250298	GIMD1	100507096	Gene::100507096	GIMD1	mapped
ENSG00000226685	CT47A12	100507170	Gene::100507170	CT47A12	mapped
ENSG00000256162	SMLR1	100507203	Gene::100507203	SMLR1	mapped
ENSG00000250733	C8orf17	100507249	Gene::100507249	C8orf17	mapped
ENSG00000261221	ZNF865	100507290	Gene::100507290	ZNF865	mapped
ENSG00000253457	SMIM18	100507341	Gene::100507341	SMIM18	mapped
ENSG00000261115	TMEM178B	100507421	Gene::100507421	TMEM178B	mapped
ENSG00000204520	MICA	100507436	Gene::100507436	MICA	mapped
ENSG00000279968	CCDC28A-AS1	100507462	Gene::100507462	LOC100507462	mapped
ENSG00000232533	FAM131B-AS2	100507507	Gene::100507507	LOC100507507	mapped
ENSG00000267465	LINC03103	100507527	Gene::100507527	THEG5	mapped
ENSG00000260001	TGFBR3L	100507588	Gene::100507588	TGFBR3L	mapped
ENSG00000196993	NPIPB9	100507607	Gene::100507607	NPIPB9	mapped
ENSG00000212659	KRTAP9-6	100507608	Gene::100507608	KRTAP9-6	mapped
ENSG00000215277	RNF212B	100507650	Gene::100507650	RNF212B	mapped
ENSG00000261272	MUC22	100507679	Gene::100507679	MUC22	mapped
ENSG00000283199	C13orf46	100507747	Gene::100507747	LOC100507747	mapped
ENSG00000259916	AQP7B	100509620	Gene::100509620	LOC100509620	mapped
ENSG00000113810	SMC4	10051	Gene::10051	SMC4	mapped
ENSG00000274658	TBC1D3JP	100510707	Gene::100510707	TBC1D3J	mapped
ENSG00000182963	GJC1	10052	Gene::10052	GJC1	mapped
ENSG00000248672	LY75-CD302	100526664	Gene::100526664	LY75-CD302	mapped
ENSG00000250151	ARPC4-TTLL3	100526693	Gene::100526693	ARPC4-TTLL3	mapped
ENSG00000251349	MSANTD3-TMEFF1	100526694	Gene::100526694	MSANTD3-TMEFF1	mapped
ENSG00000248643	RBM14-RBM4	100526737	Gene::100526737	RBM14-RBM4	mapped
ENSG00000251503	CENPS-CORT	100526739	Gene::100526739	APITD1-CORT	mapped
ENSG00000248919	ATP5MF-PTCD1	100526740	Gene::100526740	ATP5J2-PTCD1	mapped
ENSG00000250709	CCDC169-SOHLH2	100526761	Gene::100526761	CCDC169-SOHLH2	mapped
ENSG00000249884	RNF103-CHMP3	100526767	Gene::100526767	RNF103-CHMP3	mapped
ENSG00000248592	STIMATE-MUSTN1	100526772	Gene::100526772	TMEM110-MUSTN1	mapped
ENSG00000249139	EPPIN-WFDC6	100526773	Gene::100526773	EPPIN-WFDC6	mapped
ENSG00000250021	ARPIN-AP3S2	100526783	Gene::100526783	C15orf38-AP3S2	mapped
ENSG00000250741	NT5C1B-RDH14	100526794	Gene::100526794	NT5C1B-RDH14	mapped
ENSG00000259030	FPGT-TNNI3K	100526835	Gene::100526835	FPGT-TNNI3K	mapped
ENSG00000215472	RPL17-C18orf32	100526842	Gene::100526842	RPL17-C18orf32	mapped
ENSG00000259399	TGIF2-RAB5IF	100527943	Gene::100527943	TGIF2-C20orf24	mapped
ENSG00000281887	GIMAP1-GIMAP5	100527949	Gene::100527949	GIMAP1-GIMAP5	mapped
ENSG00000260238	PMF1-BGLAP	100527963	Gene::100527963	PMF1-BGLAP	mapped
ENSG00000271092	TLCD4-RWDD3	100527978	Gene::100527978	TMEM56-RWDD3	mapped
ENSG00000255071	SAA2-SAA4	100528017	Gene::100528017	SAA2-SAA4	mapped
ENSG00000214447	FAM187A	100528020	Gene::100528020	FAM187A	mapped
ENSG00000259332	ST20-MTHFS	100528021	Gene::100528021	ST20-MTHFS	mapped
ENSG00000259075	POC1B-GALNT4	100528030	Gene::100528030	POC1B-GALNT4	mapped
ENSG00000255819	KLRC4-KLRK1	100528032	Gene::100528032	KLRC4-KLRK1	mapped
ENSG00000286237	ARMCX5-GPRASP2	100528062	Gene::100528062	ARMCX5-GPRASP2	mapped
ENSG00000255526	NEDD8-MDP1	100528064	Gene::100528064	NEDD8-MDP1	mapped
ENSG00000258643	BCL2L2-PABPN1	100529063	Gene::100529063	BCL2L2-PABPN1	mapped
ENSG00000257529	RPL36A-HNRNPH2	100529097	Gene::100529097	RPL36A-HNRNPH2	mapped
ENSG00000103426	CORO7-PAM16	100529144	Gene::100529144	CORO7-PAM16	mapped
ENSG00000270011	ZNF559-ZNF177	100529215	Gene::100529215	ZNF559-ZNF177	mapped
ENSG00000270800	RPS10-NUDT3	100529239	Gene::100529239	RPS10-NUDT3	mapped
ENSG00000221874	ZNF816-ZNF321P	100529240	Gene::100529240	ZNF816-ZNF321P	mapped
ENSG00000270757	HSPE1-MOB4	100529241	Gene::100529241	HSPE1-MOB4	mapped
ENSG00000254788	CKLF-CMTM1	100529251	Gene::100529251	CKLF-CMTM1	mapped
ENSG00000258644	SYNJ2BP-COX16	100529257	Gene::100529257	SYNJ2BP-COX16	mapped
ENSG00000125954	CHURC1-FNTB	100529261	Gene::100529261	CHURC1-FNTB	mapped
ENSG00000129354	AP1M2	10053	Gene::10053	AP1M2	mapped
ENSG00000259112	NDUFC2-KCTD14	100532726	Gene::100532726	NDUFC2-KCTD14	mapped
ENSG00000269897	COMMD3-BMI1	100532731	Gene::100532731	COMMD3-BMI1	mapped
ENSG00000270136	MICOS10-NBL1	100532736	Gene::100532736	MINOS1-NBL1	mapped
ENSG00000288602	C8orf44-SGK3	100533105	Gene::100533105	C8orf44-SGK3	mapped
ENSG00000259305	ZHX1-C8orf76	100533106	Gene::100533106	ZHX1-C8orf76	mapped
ENSG00000212658	KRTAP29-1	100533177	Gene::100533177	KRTAP29-1	mapped
ENSG00000183146	PRORY	100533178	Gene::100533178	PRORY	mapped
ENSG00000255245	FXYD6-FXYD2	100533181	Gene::100533181	FXYD6-FXYD2	mapped
ENSG00000270181	BIVM-ERCC5	100533467	Gene::100533467	BIVM-ERCC5	mapped
ENSG00000259024	TVP23C-CDRT4	100533496	Gene::100533496	TVP23C-CDRT4	mapped
ENSG00000272968	RBAK-RBAKDN	100533952	Gene::100533952	RBAK-RBAKDN	mapped
ENSG00000270617	URGCP-MRPS24	100534592	Gene::100534592	URGCP-MRPS24	mapped
ENSG00000261796	ISY1-RAB43	100534599	Gene::100534599	ISY1-RAB43	mapped
ENSG00000126261	UBA2	10054	Gene::10054	UBA2	mapped
ENSG00000142230	SAE1	10055	Gene::10055	SAE1	mapped
ENSG00000116120	FARSB	10056	Gene::10056	FARSB	mapped
ENSG00000114770	ABCC5	10057	Gene::10057	ABCC5	mapped
ENSG00000115657	ABCB6	10058	Gene::10058	ABCB6	mapped
ENSG00000087470	DNM1L	10059	Gene::10059	DNM1L	mapped
ENSG00000150394	CDH8	1006	Gene::1006	CDH8	mapped
