context_id	context_name	context_type	n_genes_total	n_genes_kirc	in_subgraph
Pathway::PC7_6747	RAF/MAP kinase cascade	Pathway	17	17	True
Pathway::PC7_6928	Removal of DNA patch containing abasic residue	Pathway	17	17	True
Pathway::PC7_7766	Synthesis, secretion, and deacylation of Ghrelin	Pathway	17	17	True
Pathway::PC7_8429	Tristetraprolin (TTP) destabilizes mRNA	Pathway	17	17	True
Pathway::PC7_8629	Unblocking of NMDA receptor, glutamate binding and activation	Pathway	17	17	True
Pathway::PC7_8856	Zinc transporters	Pathway	17	17	True
Pathway::PC7_968	ABCA transporters in lipid homeostasis	Pathway	17	17	True
Pathway::WP2289_r78511	Drug Induction of Bile Acid Pathway	Pathway	17	17	True
Pathway::WP22_r79264	IL-9 Signaling Pathway	Pathway	17	17	True
Pathway::WP3413_r82217	NOTCH1 regulation of human endothelial cell calcification	Pathway	17	17	True
Pathway::WP368_r79271	Mitochondrial LC-Fatty Acid Beta-Oxidation	Pathway	17	17	True
Pathway::WP554_r84372	ACE Inhibitor Pathway	Pathway	17	17	True
Pathway::WP697_r80025	Estrogen metabolism	Pathway	18	17	True
Pathway::WP78_r70014	TCA Cycle	Pathway	17	17	True
Pathway::PC7_12285	p75NTR signals via NF-kB	Pathway	16	16	True
Pathway::PC7_1561	Acyl chain remodelling of PI	Pathway	16	16	True
Pathway::PC7_1625	Amine-derived hormones	Pathway	16	16	True
Pathway::PC7_1631	Amino acid synthesis and interconversion (transamination)	Pathway	16	16	True
Pathway::PC7_2347	CRMPs in Sema3A signaling	Pathway	16	16	True
Pathway::PC7_2528	Cell-extracellular matrix interactions	Pathway	16	16	True
Pathway::PC7_2584	Circadian rhythm pathway	Pathway	16	16	True
Pathway::PC7_2911	Cytosolic sulfonation of small molecules	Pathway	16	16	True
Pathway::PC7_3962	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	Pathway	16	16	True
Pathway::PC7_4265	Glycogen breakdown (glycogenolysis)	Pathway	16	16	True
Pathway::PC7_4497	Hyaluronan metabolism	Pathway	16	16	True
Pathway::PC7_4819	JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK1	Pathway	16	16	True
Pathway::PC7_5188	MMR	Pathway	16	16	True
Pathway::PC7_5323	Metabolism of Angiotensinogen to Angiotensins	Pathway	16	16	True
Pathway::PC7_5996	Nucleotide-like (purinergic) receptors	Pathway	16	16	True
Pathway::PC7_6519	Polo-like kinase mediated events	Pathway	16	16	True
Pathway::PC7_6596	Processive synthesis on the lagging strand	Pathway	16	16	True
Pathway::PC7_6848	Rap1 signalling	Pathway	16	16	True
Pathway::PC7_6866	Recycling of bile acids and salts	Pathway	16	16	True
Pathway::PC7_6888	Regulation of KIT signaling	Pathway	16	16	True
Pathway::PC7_6917	Regulation of pyruvate dehydrogenase (PDH) complex	Pathway	16	16	True
Pathway::PC7_7372	STING mediated induction of host immune responses	Pathway	16	16	True
Pathway::PC7_7421	Sema3A PAK dependent Axon repulsion	Pathway	16	16	True
Pathway::PC7_7659	Spry regulation of FGF signaling	Pathway	16	16	True
Pathway::PC7_7762	Synthesis of glycosylphosphatidylinositol (GPI)	Pathway	16	16	True
Pathway::PC7_7797	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	Pathway	16	16	True
Pathway::PC7_8059	TRAF6 mediated induction of TAK1 complex	Pathway	16	16	True
Pathway::PC7_8312	Trafficking of GluR2-containing AMPA receptors	Pathway	16	16	True
Pathway::PC7_8338	Translocation of ZAP-70 to Immunological synapse	Pathway	18	16	True
Pathway::WP12_r81176	Osteoclast Signaling	Pathway	16	16	True
Pathway::WP1946_r79691	Cori Cycle	Pathway	16	16	True
Pathway::WP2011_r75253	SREBF and miR33 in cholesterol and lipid homeostasis	Pathway	16	16	True
Pathway::WP206_r68882	Fatty Acid Omega Oxidation	Pathway	16	16	True
Pathway::WP2291_r68922	Deregulation of Rab and Rab Effector Genes in Bladder Cancer	Pathway	16	16	True
Pathway::WP2435_r80008	Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis	Pathway	16	16	True
Pathway::WP2453_r80143	TCA Cycle and PDHc	Pathway	16	16	True
Pathway::WP2916_r79908	Interactome of polycomb repressive complex 2 (PRC2) 	Pathway	16	16	True
Pathway::WP47_r78542	Hedgehog Signaling Pathway	Pathway	16	16	True
Pathway::WP53_r67360	ID signaling pathway	Pathway	16	16	True
Pathway::WP692_r69031	Sulfation Biotransformation Reaction	Pathway	17	16	True
Pathway::PC7_12076	mRNA decay by 5' to 3' exoribonuclease	Pathway	15	15	True
Pathway::PC7_12188	negative regulation of TCF-dependent signaling by WNT ligand antagonists	Pathway	15	15	True
Pathway::PC7_12264	p130Cas linkage to MAPK signaling for integrins	Pathway	15	15	True
Pathway::PC7_1523	Activation of BAD and translocation to mitochondria	Pathway	15	15	True
Pathway::PC7_1696	Arf6 downstream pathway	Pathway	15	15	True
Pathway::PC7_1818	Association of licensing factors with the pre-replicative complex	Pathway	15	15	True
Pathway::PC7_3072	Depolymerisation of the Nuclear Lamina	Pathway	15	15	True
Pathway::PC7_3646	Eicosanoid ligand-binding receptors	Pathway	15	15	True
Pathway::PC7_3697	ErbB receptor signaling network	Pathway	15	15	True
Pathway::PC7_3883	Fatty acids	Pathway	15	15	True
Pathway::PC7_4063	GRB2:SOS provides linkage to MAPK signaling for Integrins	Pathway	15	15	True
Pathway::PC7_4267	Glycogen synthesis	Pathway	15	15	True
Pathway::PC7_4335	HDL-mediated lipid transport	Pathway	15	15	True
Pathway::PC7_4941	LPA4-mediated signaling events	Pathway	15	15	True
Pathway::PC7_5329	Metabolism of polyamines	Pathway	15	15	True
Pathway::PC7_5509	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	Pathway	15	15	True
Pathway::PC7_5510	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	Pathway	15	15	True
Pathway::PC7_5513	Mitochondrial Fatty Acid Beta-Oxidation	Pathway	15	15	True
Pathway::PC7_5665	N-Glycan antennae elongation	Pathway	15	15	True
Pathway::PC7_5835	NRIF signals cell death from the nucleus	Pathway	15	15	True
Pathway::PC7_6099	PAR4-mediated thrombin signaling events	Pathway	15	15	True
Pathway::PC7_6394	Peptide hormone biosynthesis	Pathway	15	15	True
Pathway::PC7_6616	Prolactin receptor signaling	Pathway	15	15	True
Pathway::PC7_6908	Regulation of innate immune responses to cytosolic DNA	Pathway	15	15	True
Pathway::PC7_6933	Repair synthesis for gap-filling by DNA polymerase in TC-NER	Pathway	15	15	True
Pathway::PC7_7707	Sumoylation by RanBP2 regulates transcriptional repression	Pathway	15	15	True
Pathway::PC7_7757	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	Pathway	15	15	True
Pathway::PC7_7765	Synthesis of very long-chain fatty acyl-CoAs	Pathway	15	15	True
Pathway::PC7_8676	Validated nuclear estrogen receptor beta network	Pathway	15	15	True
Pathway::PC7_8776	WNT5A-dependent internalization of FZD4	Pathway	15	15	True
Pathway::WP1545_r84697	miRNAs involved in DNA damage response	Pathway	15	15	True
Pathway::WP197_r81059	Cholesterol Biosynthesis	Pathway	15	15	True
Pathway::WP3_r79527	Transcriptional activation by NRF2	Pathway	15	15	True
Pathway::WP501_r79715	GPCRs, Class C Metabotropic glutamate, pheromone	Pathway	15	15	True
Pathway::WP550_r81207	Biogenic Amine Synthesis	Pathway	15	15	True
Pathway::PC7_11234	cell division	Pathway	14	14	True
Pathway::PC7_1231	Acetylcholine Binding And Downstream Events	Pathway	14	14	True
Pathway::PC7_1547	Activation of Rac	Pathway	14	14	True
Pathway::PC7_1850	Attenuation phase	Pathway	14	14	True
Pathway::PC7_1851	Atypical NF-kappaB pathway	Pathway	14	14	True
Pathway::PC7_2348	CS/DS degradation	Pathway	14	14	True
Pathway::PC7_2680	Constitutive Signaling by NOTCH1 HD Domain Mutants	Pathway	14	14	True
Pathway::PC7_2928	DCC mediated attractive signaling	Pathway	14	14	True
Pathway::PC7_3016	Death Receptor Signalling	Pathway	14	14	True
Pathway::PC7_3629	Early Phase of HIV Life Cycle	Pathway	14	14	True
Pathway::PC7_3819	FGFR1 ligand binding and activation	Pathway	14	14	True
Pathway::PC7_4301	Golgi Cisternae Pericentriolar Stack Reorganization	Pathway	14	14	True
Pathway::PC7_4628	IL5-mediated signaling events	Pathway	14	14	True
Pathway::PC7_4820	JNK signaling in the CD4+ TCR pathway	Pathway	14	14	True
Pathway::PC7_4951	Leading Strand Synthesis	Pathway	14	14	True
Pathway::PC7_6593	Processing of Intronless Pre-mRNAs	Pathway	14	14	True
Pathway::PC7_6853	Ras signaling in the CD4+ TCR pathway	Pathway	14	14	True
Pathway::PC7_6860	Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor	Pathway	14	14	True
Pathway::PC7_6874	Regulation of AMPK activity via LKB1	Pathway	14	14	True
Pathway::PC7_6886	Regulation of IFNG signaling	Pathway	14	14	True
Pathway::PC7_6931	Removal of the Flap Intermediate	Pathway	14	14	True
Pathway::PC7_7043	S1P4 pathway	Pathway	14	14	True
Pathway::PC7_7249	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	Pathway	14	14	True
Pathway::PC7_7436	Signal attenuation	Pathway	14	14	True
Pathway::PC7_7753	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	Pathway	14	14	True
Pathway::PC7_7756	Synthesis of bile acids and bile salts via 24-hydroxycholesterol	Pathway	14	14	True
Pathway::PC7_8053	TRAF3-dependent IRF activation pathway	Pathway	14	14	True
Pathway::WP229_r68389	Irinotecan Pathway	Pathway	14	14	True
Pathway::WP322_r79496	Osteoblast Signaling	Pathway	14	14	True
Pathway::PC7_1063	AKT phosphorylates targets in the cytosol	Pathway	13	13	True
Pathway::PC7_12268	p38MAPK events	Pathway	13	13	True
Pathway::PC7_12283	p75NTR recruits signalling complexes	Pathway	13	13	True
Pathway::PC7_12488	repression of WNT target genes	Pathway	13	13	True
Pathway::PC7_1531	Activation of DNA fragmentation factor	Pathway	13	13	True
Pathway::PC7_1572	Adenylate cyclase inhibitory pathway	Pathway	13	13	True
Pathway::PC7_1580	Advanced glycosylation endproduct receptor signaling	Pathway	13	13	True
Pathway::PC7_2909	Cytosolic iron-sulfur cluster assembly	Pathway	13	13	True
Pathway::PC7_2942	DEx/H-box helicases activate type I IFN and inflammatory cytokines production	Pathway	13	13	True
Pathway::PC7_2957	DNA-PK pathway in nonhomologous end joining	Pathway	13	13	True
Pathway::PC7_3284	Dissolution of Fibrin Clot	Pathway	13	13	True
Pathway::PC7_3320	Downregulation of ERBB2:ERBB3 signaling	Pathway	13	13	True
Pathway::PC7_3825	FGFR2c ligand binding and activation	Pathway	13	13	True
Pathway::PC7_3829	FGFR4 ligand binding and activation	Pathway	13	13	True
Pathway::PC7_4014	GABA A receptor activation	Pathway	13	13	True
Pathway::PC7_4271	Glycoprotein hormones	Pathway	13	13	True
Pathway::PC7_4660	IRF3-mediated induction of type I IFN	Pathway	13	13	True
Pathway::PC7_4690	Import of palmitoyl-CoA into the mitochondrial matrix	Pathway	13	13	True
Pathway::PC7_4740	Initiation of Nuclear Envelope Reformation	Pathway	13	13	True
Pathway::PC7_5680	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	Pathway	13	13	True
Pathway::PC7_5709	NF-kB is activated and signals survival	Pathway	13	13	True
Pathway::PC7_5776	NICD traffics to nucleus	Pathway	13	13	True
Pathway::PC7_6061	Organic cation/anion/zwitterion transport	Pathway	13	13	True
Pathway::PC7_6510	Platelet Adhesion to exposed collagen	Pathway	13	13	True
Pathway::PC7_6654	Purine salvage	Pathway	13	13	True
Pathway::PC7_6950	Retrograde neurotrophin signalling	Pathway	13	13	True
Pathway::PC7_7437	Signal regulatory protein (SIRP) family interactions	Pathway	13	13	True
Pathway::PC7_7440	Signaling by Activin	Pathway	13	13	True
Pathway::PC7_7749	Synthesis of PIPs at the early endosome membrane	Pathway	13	13	True
Pathway::PC7_7768	Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	Pathway	13	13	True
Pathway::PC7_8227	The activation of arylsulfatases	Pathway	13	13	True
Pathway::PC7_8310	Trafficking and processing of endosomal TLR	Pathway	13	13	True
Pathway::PC7_8634	Uptake and function of anthrax toxins	Pathway	13	13	True
Pathway::PC7_8775	WNT5A-dependent internalization of FZD2, FZD5 and ROR2	Pathway	13	13	True
Pathway::WP1423_r79812	Ganglio Sphingolipid Metabolism	Pathway	13	13	True
Pathway::WP1434_r78545	Osteopontin Signaling	Pathway	13	13	True
Pathway::WP186_r68935	Homologous recombination	Pathway	13	13	True
Pathway::WP1992_r78296	TarBasePathway	Pathway	14	13	True
Pathway::WP2029_r82903	Cell Differentiation - Index	Pathway	13	13	True
Pathway::WP2436_r71387	Dopamine metabolism	Pathway	13	13	True
Pathway::WP2881_r79603	Estrogen Receptor Pathway	Pathway	13	13	True
Pathway::PC7_1190	ATF6-alpha activates chaperones	Pathway	12	12	True
Pathway::PC7_1529	Activation of Ca-permeable Kainate Receptor	Pathway	12	12	True
Pathway::PC7_1810	Assembly Of The HIV Virion	Pathway	12	12	True
Pathway::PC7_2091	Bile salt and organic anion SLC transporters	Pathway	12	12	True
Pathway::PC7_2253	CD28 dependent Vav1 pathway	Pathway	12	12	True
Pathway::PC7_2508	Caspase-mediated cleavage of cytoskeletal proteins	Pathway	12	12	True
Pathway::PC7_2704	Creation of C4 and C2 activators	Pathway	13	12	True
Pathway::PC7_3433	ERK activation	Pathway	12	12	True
Pathway::PC7_3437	ERKs are inactivated	Pathway	12	12	True
Pathway::PC7_3647	Eicosanoids	Pathway	12	12	True
Pathway::PC7_3808	FCGR activation	Pathway	13	12	True
Pathway::PC7_3826	FGFR3 ligand binding and activation	Pathway	12	12	True
Pathway::PC7_4416	HSF1 activation	Pathway	12	12	True
Pathway::PC7_4491	Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	Pathway	12	12	True
Pathway::PC7_4498	Hyaluronan uptake and degradation	Pathway	12	12	True
Pathway::PC7_4736	Inhibition of replication initiation of damaged DNA by RB1/E2F1	Pathway	12	12	True
Pathway::PC7_4875	Keratan sulfate degradation	Pathway	12	12	True
Pathway::PC7_5508	Miscellaneous substrates	Pathway	12	12	True
Pathway::PC7_5708	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	Pathway	12	12	True
Pathway::PC7_5789	NOTCH2 intracellular domain regulates transcription	Pathway	12	12	True
Pathway::PC7_6094	P2Y receptors	Pathway	12	12	True
Pathway::PC7_6142	PECAM1 interactions	Pathway	12	12	True
Pathway::PC7_6373	Passive transport by Aquaporins	Pathway	12	12	True
Pathway::PC7_6571	Presynaptic nicotinic acetylcholine receptors	Pathway	12	12	True
Pathway::PC7_6595	Processive synthesis on the C-strand of the telomere	Pathway	12	12	True
Pathway::PC7_6661	Pyrimidine catabolism	Pathway	12	12	True
Pathway::PC7_6937	Resolution of AP sites via the single-nucleotide replacement pathway	Pathway	12	12	True
Pathway::PC7_6955	Reversible hydration of carbon dioxide	Pathway	12	12	True
Pathway::PC7_7396	Scavenging of heme from plasma	Pathway	13	12	True
Pathway::PC7_7432	Serotonin receptors	Pathway	12	12	True
Pathway::PC7_7744	Synthesis of PE	Pathway	12	12	True
Pathway::PC7_8132	Tandem pore domain potassium channels	Pathway	12	12	True
Pathway::PC7_8208	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	Pathway	12	12	True
Pathway::PC7_8226	The NLRP3 inflammasome	Pathway	12	12	True
Pathway::PC7_8722	Vitamin B5 (pantothenate) metabolism	Pathway	12	12	True
Pathway::WP106_r74147	Alanine and aspartate metabolism	Pathway	12	12	True
Pathway::WP1425_r74390	BMP Signalling and Regulation	Pathway	12	12	True
Pathway::WP2007_r69751	Iron metabolism in placenta	Pathway	12	12	True
Pathway::WP2290_r79988	RalA downstream regulated genes	Pathway	12	12	True
Pathway::WP3301_r81279	MFAP5-mediated ovarian cancer cell motility and invasiveness	Pathway	12	12	True
Pathway::PC7_10508	alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	Pathway	11	11	True
Pathway::PC7_1105	ALK2 signaling events	Pathway	11	11	True
Pathway::PC7_12075	mRNA decay by 3' to 5' exoribonuclease	Pathway	11	11	True
Pathway::PC7_12080	mTORC1-mediated signalling	Pathway	11	11	True
Pathway::PC7_1553	Activation of the phototransduction cascade	Pathway	11	11	True
Pathway::PC7_1600	Alpha6 beta4 integrin-ligand interactions	Pathway	11	11	True
Pathway::PC7_1658	Androgen biosynthesis	Pathway	11	11	True
Pathway::PC7_1687	Apoptotic cleavage of cell adhesion proteins	Pathway	11	11	True
Pathway::PC7_2103	Biotin transport and metabolism	Pathway	11	11	True
Pathway::PC7_2264	CDC6 association with the ORC:origin complex	Pathway	11	11	True
Pathway::PC7_2379	CYP2E1 reactions	Pathway	11	11	True
Pathway::PC7_2460	Calnexin/calreticulin cycle	Pathway	11	11	True
Pathway::PC7_2673	Condensation of Prometaphase Chromosomes	Pathway	11	11	True
Pathway::PC7_2703	Creatine metabolism	Pathway	11	11	True
Pathway::PC7_2968	DSCAM interactions	Pathway	11	11	True
Pathway::PC7_3071	Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels	Pathway	11	11	True
Pathway::PC7_3077	Dermatan sulfate biosynthesis	Pathway	11	11	True
Pathway::PC7_3667	Endosomal/Vacuolar pathway	Pathway	11	11	True
Pathway::PC7_3703	Establishment of Sister Chromatid Cohesion	Pathway	11	11	True
Pathway::PC7_3822	FGFR1c ligand binding and activation	Pathway	11	11	True
Pathway::PC7_3868	Facilitative Na+-independent glucose transporters	Pathway	11	11	True
Pathway::PC7_4100	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	Pathway	11	11	True
Pathway::PC7_4258	Glutathione synthesis and recycling	Pathway	11	11	True
Pathway::PC7_4443	Heme biosynthesis	Pathway	11	11	True
Pathway::PC7_4469	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	Pathway	11	11	True
Pathway::PC7_4781	Interleukin-6 signaling	Pathway	11	11	True
Pathway::PC7_4782	Interleukin-7 signaling	Pathway	11	11	True
Pathway::PC7_5909	Nicotinate metabolism	Pathway	11	11	True
Pathway::PC7_6653	Purine ribonucleoside monophosphate biosynthesis	Pathway	11	11	True
Pathway::PC7_6863	Recruitment of NuMA to mitotic centrosomes	Pathway	11	11	True
Pathway::PC7_7288	SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	Pathway	11	11	True
Pathway::PC7_7473	Signaling by NOTCH3	Pathway	11	11	True
Pathway::PC7_7474	Signaling by NOTCH4	Pathway	11	11	True
Pathway::PC7_7501	Signaling mediated by p38-gamma and p38-delta	Pathway	11	11	True
Pathway::PC7_7735	Synthesis of IP2, IP, and Ins in the cytosol	Pathway	11	11	True
Pathway::PC7_8056	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	Pathway	11	11	True
Pathway::PC7_8357	Transport of organic anions	Pathway	11	11	True
Pathway::PC7_8432	Tryptophan catabolism	Pathway	11	11	True
Pathway::PC7_8632	Unwinding of DNA	Pathway	11	11	True
Pathway::WP1455_r68965	Serotonin Transporter Activity	Pathway	11	11	True
Pathway::WP1991_r82940	SRF and miRs in Smooth Muscle Differentiation and Proliferation	Pathway	11	11	True
Pathway::WP2854_r79970	Gene regulatory network modelling somitogenesis 	Pathway	11	11	True
Pathway::WP80_r68938	Nucleotide GPCRs	Pathway	11	11	True
Pathway::PC7_1189	ATF6-alpha activates chaperone genes	Pathway	10	10	True
Pathway::PC7_1221	Abacavir transport and metabolism	Pathway	10	10	True
Pathway::PC7_1233	Acetylcholine regulates insulin secretion	Pathway	10	10	True
Pathway::PC7_1544	Activation of PPARGC1A (PGC-1alpha) by phosphorylation	Pathway	10	10	True
Pathway::PC7_1551	Activation of the AP-1 family of transcription factors	Pathway	10	10	True
Pathway::PC7_1571	Adenylate cyclase activating pathway	Pathway	10	10	True
Pathway::PC7_1596	Alpha-defensins	Pathway	10	10	True
Pathway::PC7_2034	Base-free sugar-phosphate removal via the single-nucleotide replacement pathway	Pathway	10	10	True
Pathway::PC7_2324	COPI Mediated Transport	Pathway	10	10	True
Pathway::PC7_2441	Calcitonin-like ligand receptors	Pathway	10	10	True
Pathway::PC7_2507	Caspase-8 activation by cleavage	Pathway	10	10	True
Pathway::PC7_2647	Clostridium neurotoxicity	Pathway	10	10	True
Pathway::PC7_2661	Cohesin Loading onto Chromatin	Pathway	10	10	True
Pathway::PC7_3363	E2F-enabled inhibition of pre-replication complex formation	Pathway	10	10	True
Pathway::PC7_3435	ERK1 activation	Pathway	10	10	True
Pathway::PC7_3756	Ethanol oxidation	Pathway	10	10	True
Pathway::PC7_4042	GP1b-IX-V activation signalling	Pathway	10	10	True
Pathway::PC7_4102	Gap junction degradation	Pathway	10	10	True
Pathway::PC7_4490	Hormone ligand-binding receptors	Pathway	10	10	True
Pathway::PC7_4653	IRAK1 recruits IKK complex	Pathway	10	10	True
Pathway::PC7_4655	IRAK2 mediated activation of TAK1 complex	Pathway	10	10	True
Pathway::PC7_4764	Interaction With The Zona Pellucida	Pathway	10	10	True
Pathway::PC7_5124	MASTL Facilitates Mitotic Progression	Pathway	10	10	True
Pathway::PC7_5308	Membrane binding and targetting of GAG proteins	Pathway	10	10	True
Pathway::PC7_5373	Methylation	Pathway	10	10	True
Pathway::PC7_5873	Nef mediated downregulation of MHC class I complex cell surface expression	Pathway	10	10	True
Pathway::PC7_5883	Netrin mediated repulsion signals	Pathway	10	10	True
Pathway::PC7_6053	Opsins	Pathway	10	10	True
Pathway::PC7_6200	POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	Pathway	10	10	True
Pathway::PC7_6649	Purine catabolism	Pathway	10	10	True
Pathway::PC7_6869	Reduction of cytosolic Ca++ levels	Pathway	10	10	True
Pathway::PC7_6871	Regulated proteolysis of p75NTR	Pathway	10	10	True
Pathway::PC7_6893	Regulation of Rheb GTPase activity by AMPK	Pathway	10	10	True
Pathway::PC7_6920	Regulation of signaling by NODAL	Pathway	10	10	True
Pathway::PC7_6921	Regulation of the Fanconi anemia pathway	Pathway	10	10	True
Pathway::PC7_6932	Removal of the Flap Intermediate from the C-strand	Pathway	10	10	True
Pathway::PC7_6947	Retinoid cycle disease events	Pathway	10	10	True
Pathway::PC7_6993	Role of DCC in regulating apoptosis	Pathway	10	10	True
Pathway::PC7_6996	Role of second messengers in netrin-1 signaling	Pathway	10	10	True
Pathway::PC7_7289	SLBP independent Processing of Histone Pre-mRNAs	Pathway	10	10	True
Pathway::PC7_7750	Synthesis of PIPs at the late endosome membrane	Pathway	10	10	True
Pathway::PC7_7763	Synthesis of pyrophosphates in the cytosol	Pathway	10	10	True
Pathway::PC7_8064	TRIF-mediated programmed cell death	Pathway	10	10	True
Pathway::PC7_8659	VEGF and VEGFR signaling network	Pathway	10	10	True
Pathway::PC7_8834	Zinc influx into cells by the SLC39 gene family	Pathway	10	10	True
Pathway::WP1531_r82221	Vitamin D Metabolism	Pathway	10	10	True
Pathway::WP2113_r70107	Type III interferon signaling	Pathway	10	10	True
Pathway::WP2333_r72015	Trans-sulfuration pathway	Pathway	11	10	True
Pathway::WP2874_r82709	Liver X Receptor Pathway	Pathway	10	10	True
Pathway::WP496_r69016	Steroid Biosynthesis	Pathway	10	10	True
Pathway::PC7_1064	AKT phosphorylates targets in the nucleus	Pathway	9	9	True
Pathway::PC7_11470	eNOS activation	Pathway	9	9	True
Pathway::PC7_12284	p75NTR regulates axonogenesis	Pathway	9	9	True
Pathway::PC7_1578	Adrenoceptors	Pathway	9	9	True
Pathway::PC7_2089	Bicarbonate transporters	Pathway	9	9	True
Pathway::PC7_2301	CHL1 interactions	Pathway	9	9	True
Pathway::PC7_2325	COPII (Coat Protein 2) Mediated Vesicle Transport	Pathway	9	9	True
Pathway::PC7_2391	Ca activated K+ channels	Pathway	9	9	True
Pathway::PC7_2707	Crosslinking of collagen fibrils	Pathway	9	9	True
Pathway::PC7_3166	Digestion of dietary carbohydrate	Pathway	9	9	True
Pathway::PC7_3283	Displacement of DNA glycosylase by APE1	Pathway	9	9	True
Pathway::PC7_3384	EGFR Transactivation by Gastrin	Pathway	9	9	True
Pathway::PC7_3392	EGFR-dependent Endothelin signaling events	Pathway	9	9	True
Pathway::PC7_3436	ERK2 activation	Pathway	9	9	True
Pathway::PC7_3632	Effects of Botulinum toxin	Pathway	9	9	True
Pathway::PC7_3652	Elevation of cytosolic Ca2+ levels	Pathway	9	9	True
Pathway::PC7_3701	Erythrocytes take up carbon dioxide and release oxygen	Pathway	9	9	True
Pathway::PC7_3953	Folding of actin by CCT/TriC	Pathway	9	9	True
Pathway::PC7_3964	Formation of annular gap junctions	Pathway	9	9	True
Pathway::PC7_4009	G2/M DNA damage checkpoint	Pathway	9	9	True
Pathway::PC7_4099	Gamma-carboxylation of protein precursors	Pathway	9	9	True
Pathway::PC7_4468	Highly calcium permeable nicotinic acetylcholine receptors	Pathway	9	9	True
Pathway::PC7_4692	Inactivation of Cdc42 and Rac	Pathway	9	9	True
Pathway::PC7_4755	Integration of provirus	Pathway	9	9	True
Pathway::PC7_5048	Lysosphingolipid and LPA receptors	Pathway	9	9	True
Pathway::PC7_5325	Metabolism of folate and pterines	Pathway	9	9	True
Pathway::PC7_5516	Mitochondrial iron-sulfur cluster biogenesis	Pathway	9	9	True
Pathway::PC7_5869	Nef Mediated CD4 Down-regulation	Pathway	9	9	True
Pathway::PC7_6443	Phenylalanine and tyrosine catabolism	Pathway	9	9	True
Pathway::PC7_6567	Pregnenolone biosynthesis	Pathway	9	9	True
Pathway::PC7_6588	Processing and activation of SUMO	Pathway	9	9	True
Pathway::PC7_6640	Prostanoid ligand receptors	Pathway	9	9	True
Pathway::PC7_6664	Pyrimidine salvage reactions	Pathway	9	9	True
Pathway::PC7_6903	Regulation of gene expression by Hypoxia-inducible Factor	Pathway	9	9	True
Pathway::PC7_6929	Removal of aminoterminal propeptides from gamma-carboxylated proteins	Pathway	9	9	True
Pathway::PC7_6991	Role of Abl in Robo-Slit signaling	Pathway	9	9	True
Pathway::PC7_7049	S6K1-mediated signalling	Pathway	9	9	True
Pathway::PC7_7623	Small interfering RNA (siRNA) biogenesis	Pathway	9	9	True
Pathway::PC7_7644	Sodium/Calcium exchangers	Pathway	9	9	True
Pathway::PC7_7645	Sodium/Proton exchangers	Pathway	9	9	True
Pathway::PC7_7726	Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	Pathway	9	9	True
Pathway::PC7_8356	Transport of nucleotide sugars	Pathway	9	9	True
Pathway::PC7_8444	Type I hemidesmosome assembly	Pathway	9	9	True
Pathway::PC7_8635	Urea cycle	Pathway	9	9	True
Pathway::PC7_966	A third proteolytic cleavage releases NICD	Pathway	9	9	True
Pathway::WP288_r80026	NLR Proteins	Pathway	9	9	True
Pathway::WP3585_r84793	Cytosine methylation	Pathway	9	9	True
Pathway::WP3601_r84331	Composition of Lipid Particles	Pathway	9	9	True
Pathway::WP531_r69021	Mismatch repair	Pathway	9	9	True
Pathway::WP561_r72035	Heme Biosynthesis	Pathway	9	9	True
Pathway::WP696_r72081	Benzo(a)pyrene metabolism	Pathway	9	9	True
Pathway::WP704_r79563	Methylation Pathways	Pathway	9	9	True
Pathway::PC7_10399	a4b7 Integrin signaling	Pathway	8	8	True
Pathway::PC7_12149	mitochondrial fatty acid beta-oxidation of saturated fatty acids	Pathway	8	8	True
Pathway::PC7_1626	Amino Acid conjugation	Pathway	8	8	True
Pathway::PC7_1867	Axonal growth inhibition (RHOA activation)	Pathway	8	8	True
Pathway::PC7_1994	BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	Pathway	8	8	True
