context_id	context_name	context_type	n_genes_total	n_genes_kirc	in_subgraph
Pathway::PC7_2033	Base-Excision Repair, AP Site Formation	Pathway	8	8	True
Pathway::PC7_2073	Beta-oxidation of pristanoyl-CoA	Pathway	8	8	True
Pathway::PC7_2539	ChREBP activates metabolic gene expression	Pathway	8	8	True
Pathway::PC7_2659	Coenzyme A biosynthesis	Pathway	8	8	True
Pathway::PC7_2705	Cross-presentation of particulate exogenous antigens (phagosomes)	Pathway	8	8	True
Pathway::PC7_3064	Degradation of cysteine and homocysteine	Pathway	8	8	True
Pathway::PC7_3321	Downregulation of ERBB4 signaling	Pathway	8	8	True
Pathway::PC7_3680	EphrinA-EPHA pathway	Pathway	8	8	True
Pathway::PC7_3877	Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	Pathway	8	8	True
Pathway::PC7_3975	Formyl peptide receptors bind formyl peptides and many other ligands	Pathway	8	8	True
Pathway::PC7_4160	Glucocorticoid biosynthesis	Pathway	8	8	True
Pathway::PC7_4286	Glypican 3 network	Pathway	8	8	True
Pathway::PC7_4494	HuR stabilizes mRNA	Pathway	8	8	True
Pathway::PC7_4530	Hydrolysis of LPC	Pathway	8	8	True
Pathway::PC7_5045	Lysine catabolism	Pathway	8	8	True
Pathway::PC7_5871	Nef and signal transduction	Pathway	8	8	True
Pathway::PC7_5877	Negative regulation of the PI3K/AKT network	Pathway	8	8	True
Pathway::PC7_5889	Neurotransmitter Clearance In The Synaptic Cleft	Pathway	8	8	True
Pathway::PC7_6055	Orexin and neuropeptides FF and QRFP bind to their respective receptors	Pathway	8	8	True
Pathway::PC7_6059	Organic anion transporters	Pathway	8	8	True
Pathway::PC7_6060	Organic cation transport	Pathway	8	8	True
Pathway::PC7_6849	Rapid glucocorticoid signaling	Pathway	8	8	True
Pathway::PC7_6865	Recruitment of repair and signaling proteins to double-strand breaks	Pathway	8	8	True
Pathway::PC7_6867	Recycling of eIF2:GDP	Pathway	8	8	True
Pathway::PC7_6901	Regulation of cytoskeletal remodeling and cell spreading by IPP complex components	Pathway	8	8	True
Pathway::PC7_6905	Regulation of gene expression in early pancreatic precursor cells	Pathway	8	8	True
Pathway::PC7_6924	Relaxin receptors	Pathway	8	8	True
Pathway::PC7_7044	S1P5 pathway	Pathway	8	8	True
Pathway::PC7_7424	Sema4D mediated inhibition of cell attachment and migration	Pathway	8	8	True
Pathway::PC7_7646	Sperm Motility And Taxes	Pathway	8	8	True
Pathway::PC7_7745	Synthesis of PG	Pathway	8	8	True
Pathway::PC7_7761	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	Pathway	8	8	True
Pathway::PC7_8274	Thyroxine biosynthesis	Pathway	8	8	True
Pathway::PC7_8350	Transport of fatty acids	Pathway	8	8	True
Pathway::PC7_8351	Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	Pathway	8	8	True
Pathway::PC7_8660	VEGF binds to VEGFR leading to receptor dimerization	Pathway	8	8	True
Pathway::PC7_8725	Vitamin C (ascorbate) metabolism	Pathway	8	8	True
Pathway::PC7_8773	WNT mediated activation of DVL	Pathway	8	8	True
Pathway::WP136_r80005	Phase I biotransformations, non P450	Pathway	8	8	True
Pathway::WP1559_r84698	TFs Regulate miRNAs related to cardiac hypertrophy	Pathway	8	8	True
Pathway::WP1589_r82223	Folate-Alcohol and Cancer Pathway	Pathway	9	8	True
Pathway::WP1604_r74317	Codeine and Morphine Metabolism	Pathway	8	8	True
Pathway::WP1995_r69910	Effects of Nitric Oxide	Pathway	8	8	True
Pathway::WP237_r78497	Glucocorticoid & Mineralcorticoid Metabolism	Pathway	8	8	True
Pathway::WP2485_r70025	NAD Biosynthesis II (from tryptophan)	Pathway	8	8	True
Pathway::WP3407_r81707	FTO Obesity Variant Mechanism	Pathway	8	8	True
Pathway::PC7_11039	binding of TCF/LEF:CTNNB1 to target gene promoters	Pathway	7	7	True
Pathway::PC7_1538	Activation of NIMA Kinases NEK9, NEK6, NEK7	Pathway	7	7	True
Pathway::PC7_1657	Anchoring fibril formation	Pathway	7	7	True
Pathway::PC7_1690	Apoptotic factor-mediated response	Pathway	7	7	True
Pathway::PC7_1849	Attachment of GPI anchor to uPAR	Pathway	7	7	True
Pathway::PC7_2331	CREB phosphorylation	Pathway	7	7	True
Pathway::PC7_2332	CREB phosphorylation through the activation of Adenylate Cyclase	Pathway	7	7	True
Pathway::PC7_2517	Cation-coupled Chloride cotransporters	Pathway	7	7	True
Pathway::PC7_2631	Clearance of Nuclear Envelope Membranes from Chromatin	Pathway	7	7	True
Pathway::PC7_2678	Conjugation of salicylate with glycine	Pathway	7	7	True
Pathway::PC7_2683	Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	Pathway	7	7	True
Pathway::PC7_3827	FGFR3b ligand binding and activation	Pathway	7	7	True
Pathway::PC7_4470	Highly sodium permeable acetylcholine nicotinic receptors	Pathway	7	7	True
Pathway::PC7_4487	Homologous DNA pairing and strand exchange	Pathway	7	7	True
Pathway::PC7_4744	Inositol transporters	Pathway	7	7	True
Pathway::PC7_4777	Interleukin-1 processing	Pathway	7	7	True
Pathway::PC7_5139	MEK activation	Pathway	7	7	True
Pathway::PC7_5546	Multifunctional anion exchangers	Pathway	7	7	True
Pathway::PC7_5868	Nectin/Necl trans heterodimerization	Pathway	7	7	True
Pathway::PC7_5870	Nef Mediated CD8 Down-regulation	Pathway	7	7	True
Pathway::PC7_5886	Neurofascin interactions	Pathway	7	7	True
Pathway::PC7_5984	NrCAM interactions	Pathway	7	7	True
Pathway::PC7_610	2-LTR circle formation	Pathway	7	7	True
Pathway::PC7_6202	PP2A-mediated dephosphorylation of key metabolic factors	Pathway	7	7	True
Pathway::PC7_6538	Post-transcriptional silencing by small RNAs	Pathway	7	7	True
Pathway::PC7_6907	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	Pathway	7	7	True
Pathway::PC7_6925	Release of Hh-Np from the secreting cell	Pathway	7	7	True
Pathway::PC7_8154	Terminal pathway of complement	Pathway	7	7	True
Pathway::PC7_8233	The retinoid cycle in cones (daylight vision)	Pathway	7	7	True
Pathway::PC7_8355	Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	Pathway	7	7	True
Pathway::PC7_8621	Ubiquinol biosynthesis	Pathway	7	7	True
Pathway::PC7_8726	Vitamin D (calciferol) metabolism	Pathway	7	7	True
Pathway::PC7_8833	Zinc efflux and compartmentalization by the SLC30 family	Pathway	7	7	True
Pathway::WP134_r82700	Pentose Phosphate Pathway	Pathway	7	7	True
Pathway::WP2276_r63194	Glial Cell Differentiation	Pathway	7	7	True
Pathway::WP2596_r72724	Gastric acid production	Pathway	7	7	True
Pathway::WP2942_r84388	DDX1 as a regulatory component of the Drosha microprocessor	Pathway	7	7	True
Pathway::WP3297_r83780	EV release from cardiac cells and their functional effects	Pathway	7	7	True
Pathway::WP3300_r81234	Dual hijack model of Vif in HIV infection	Pathway	7	7	True
Pathway::WP3593_r84853	miR-148a/miR-31/FIH1/HIF1α-Notch signaling in glioblastoma 	Pathway	7	7	True
Pathway::WP438_r80022	Non-homologous end joining	Pathway	7	7	True
Pathway::WP528_r79855	Acetylcholine Synthesis	Pathway	7	7	True
Pathway::WP678_r71506	Arachidonate Epoxygenase / Epoxide Hydrolase	Pathway	7	7	True
Pathway::WP699_r70509	Aflatoxin B1 metabolism	Pathway	7	7	True
Pathway::PC7_12150	mitochondrial fatty acid beta-oxidation of unsaturated fatty acids	Pathway	6	6	True
Pathway::PC7_12282	p75NTR negatively regulates cell cycle via SC1	Pathway	6	6	True
Pathway::PC7_1528	Activation of C3 and C5	Pathway	7	6	True
Pathway::PC7_1548	Activation of TRKA receptors	Pathway	6	6	True
Pathway::PC7_1556	Acyl chain remodeling of CL	Pathway	6	6	True
Pathway::PC7_1606	Alternative NF-kappaB pathway	Pathway	6	6	True
Pathway::PC7_1813	Assembly of the ORC complex at the origin of replication	Pathway	6	6	True
Pathway::PC7_2074	Beta-oxidation of very long chain fatty acids	Pathway	6	6	True
Pathway::PC7_2334	CREB phosphorylation through the activation of CaMKK	Pathway	6	6	True
Pathway::PC7_2461	Cam-PDE 1 activation	Pathway	6	6	True
Pathway::PC7_2629	Classical antibody-mediated complement activation	Pathway	7	6	True
Pathway::PC7_2955	DNA replication initiation	Pathway	6	6	True
Pathway::PC7_3425	ER Quality Control Compartment (ERQC)	Pathway	6	6	True
Pathway::PC7_3681	EphrinB-EPHB pathway	Pathway	6	6	True
Pathway::PC7_3824	FGFR2b ligand binding and activation	Pathway	6	6	True
Pathway::PC7_3902	Fibronectin matrix formation	Pathway	6	6	True
Pathway::PC7_4444	Heme degradation	Pathway	6	6	True
Pathway::PC7_4658	IRF3 mediated activation of type 1 IFN	Pathway	6	6	True
Pathway::PC7_4661	IRS activation	Pathway	6	6	True
Pathway::PC7_4888	Klotho-mediated ligand binding	Pathway	6	6	True
Pathway::PC7_4921	LDL endocytosis	Pathway	6	6	True
Pathway::PC7_4952	Lectin pathway of complement activation	Pathway	6	6	True
Pathway::PC7_4968	Linoleic acid (LA) metabolism	Pathway	6	6	True
Pathway::PC7_5360	Methionine salvage pathway	Pathway	6	6	True
Pathway::PC7_5504	Mineralocorticoid biosynthesis	Pathway	6	6	True
Pathway::PC7_5538	Molybdenum cofactor biosynthesis	Pathway	6	6	True
Pathway::PC7_5689	NADE modulates death signalling	Pathway	6	6	True
Pathway::PC7_5847	Na+-dependent glucose transporters	Pathway	6	6	True
Pathway::PC7_5971	Nonhomologous End-joining (NHEJ)	Pathway	6	6	True
Pathway::PC7_6135	PDGF receptor signaling network	Pathway	6	6	True
Pathway::PC7_6455	Phosphate bond hydrolysis by NUDT proteins	Pathway	6	6	True
Pathway::PC7_6464	Phosphorylation of Emi1	Pathway	6	6	True
Pathway::PC7_6563	Pre-NOTCH Processing in the Endoplasmic Reticulum	Pathway	6	6	True
Pathway::PC7_6572	Presynaptic phase of homologous DNA pairing and strand exchange	Pathway	6	6	True
Pathway::PC7_6660	Pyrimidine biosynthesis	Pathway	6	6	True
Pathway::PC7_6826	RSK activation	Pathway	6	6	True
Pathway::PC7_6927	Release of eIF4E	Pathway	6	6	True
Pathway::PC7_7385	SUMO is proteolytically processed	Pathway	6	6	True
Pathway::PC7_7386	SUMO is transferred from E1 to E2 (UBE2I, UBC9)	Pathway	6	6	True
Pathway::PC7_7394	Scavenging by Class F Receptors	Pathway	6	6	True
Pathway::PC7_7727	Synthesis of 12-eicosatetraenoic acid derivatives	Pathway	6	6	True
Pathway::PC7_7728	Synthesis of 15-eicosatetraenoic acid derivatives	Pathway	6	6	True
Pathway::PC7_7729	Synthesis of 5-eicosatetraenoic acids	Pathway	6	6	True
Pathway::PC7_7741	Synthesis of Lipoxins (LX)	Pathway	6	6	True
Pathway::PC7_7852	TNF signaling	Pathway	6	6	True
Pathway::PC7_8060	TRAIL signaling	Pathway	6	6	True
Pathway::PC7_8140	Telomere Extension By Telomerase	Pathway	6	6	True
Pathway::PC7_8342	Transport and synthesis of PAPS	Pathway	6	6	True
Pathway::PC7_8703	Vasopressin-like receptors	Pathway	6	6	True
Pathway::PC7_8761	Vitamins	Pathway	6	6	True
Pathway::WP1600_r70113	Nicotine Metabolism	Pathway	6	6	True
Pathway::WP1981_r70955	Thyroxine (Thyroid Hormone) Production	Pathway	6	6	True
Pathway::WP2249_r84646	Metastatic brain tumor	Pathway	6	6	True
Pathway::WP2338_r78504	miRNA Biogenesis	Pathway	6	6	True
Pathway::WP3595_r84854	mir-124 predicted interactions with cell cycle and differentiation 	Pathway	6	6	True
Pathway::WP694_r67062	Arylamine metabolism	Pathway	6	6	True
Pathway::PC7_1119	AMPK inhibits chREBP transcriptional activation activity	Pathway	5	5	True
Pathway::PC7_1135	APOBEC3G mediated resistance to HIV-1 infection	Pathway	5	5	True
Pathway::PC7_1200	ATM mediated phosphorylation of repair proteins	Pathway	5	5	True
Pathway::PC7_12187	negative regulation of TCF-dependent signaling by DVL-interacting proteins	Pathway	5	5	True
Pathway::PC7_1219	Abacavir metabolism	Pathway	5	5	True
Pathway::PC7_1220	Abacavir transmembrane transport	Pathway	5	5	True
Pathway::PC7_1546	Activation of RAS in B cells	Pathway	5	5	True
Pathway::PC7_1549	Activation of caspases through apoptosome-mediated cleavage	Pathway	5	5	True
Pathway::PC7_1557	Acyl chain remodeling of DAG and TAG	Pathway	5	5	True
Pathway::PC7_1815	Assembly of the RAD51-ssDNA nucleoprotein complex	Pathway	5	5	True
Pathway::PC7_1857	Aurora C signaling	Pathway	5	5	True
Pathway::PC7_2066	Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA	Pathway	5	5	True
Pathway::PC7_2067	Beta oxidation of hexanoyl-CoA to butanoyl-CoA	Pathway	5	5	True
Pathway::PC7_2068	Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA	Pathway	5	5	True
Pathway::PC7_2395	CaMK IV-mediated phosphorylation of CREB	Pathway	5	5	True
Pathway::PC7_2544	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	Pathway	5	5	True
Pathway::PC7_2626	Class IB PI3K non-lipid kinase events	Pathway	5	5	True
Pathway::PC7_2636	Cleavage of the damaged pyrimidine	Pathway	5	5	True
Pathway::PC7_2675	Conjugation of benzoate with glycine	Pathway	5	5	True
Pathway::PC7_2831	Cyclin B2 mediated events	Pathway	5	5	True
Pathway::PC7_3167	Digestion of dietary lipid	Pathway	5	5	True
Pathway::PC7_3282	Disinhibition of SNARE formation	Pathway	5	5	True
Pathway::PC7_3318	Dopamine receptors	Pathway	5	5	True
Pathway::PC7_3650	Electric Transmission Across Gap Junctions	Pathway	5	5	True
Pathway::PC7_3778	Extrinsic Pathway	Pathway	5	5	True
Pathway::PC7_3820	FGFR1b ligand binding and activation	Pathway	5	5	True
Pathway::PC7_3876	FasL/ CD95L signaling	Pathway	5	5	True
Pathway::PC7_3903	Ficolins bind to repetitive carbohydrate structures on the target cell surface	Pathway	5	5	True
Pathway::PC7_4007	G2 Phase	Pathway	5	5	True
Pathway::PC7_4010	G2/M DNA replication checkpoint	Pathway	5	5	True
Pathway::PC7_4064	GRB7 events in ERBB2 signaling	Pathway	5	5	True
Pathway::PC7_4093	Galactose catabolism	Pathway	5	5	True
Pathway::PC7_4283	Glyoxylate metabolism	Pathway	5	5	True
Pathway::PC7_4482	Histidine catabolism	Pathway	5	5	True
Pathway::PC7_4493	Host Interactions with Influenza Factors	Pathway	5	5	True
Pathway::PC7_4945	LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	Pathway	5	5	True
Pathway::PC7_4961	Leukotriene receptors	Pathway	5	5	True
Pathway::PC7_5024	Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling	Pathway	5	5	True
Pathway::PC7_5550	Muscarinic acetylcholine receptors	Pathway	5	5	True
Pathway::PC7_5679	N-glycan trimming and elongation in the cis-Golgi	Pathway	5	5	True
Pathway::PC7_5773	NGF-independant TRKA activation	Pathway	5	5	True
Pathway::PC7_5782	NOSTRIN mediated eNOS trafficking	Pathway	5	5	True
Pathway::PC7_5907	Nicotinamide salvaging	Pathway	5	5	True
Pathway::PC7_6058	Organic anion transport	Pathway	5	5	True
Pathway::PC7_6174	PKA-mediated phosphorylation of key metabolic factors	Pathway	5	5	True
Pathway::PC7_6191	PLK3 signaling events	Pathway	5	5	True
Pathway::PC7_6620	Propionyl-CoA catabolism	Pathway	5	5	True
Pathway::PC7_6745	RAF activation	Pathway	5	5	True
Pathway::PC7_6906	Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells	Pathway	5	5	True
Pathway::PC7_7048	S6K1 signalling	Pathway	5	5	True
Pathway::PC7_7307	SMAC binds to IAPs	Pathway	5	5	True
Pathway::PC7_7384	SUMO is conjugated to E1 (UBA2:SAE1)	Pathway	5	5	True
Pathway::PC7_7393	Scavenging by Class B Receptors	Pathway	5	5	True
Pathway::PC7_7431	Serotonin and melatonin biosynthesis	Pathway	5	5	True
Pathway::PC7_7642	Sodium-coupled phosphate cotransporters	Pathway	5	5	True
Pathway::PC7_7643	Sodium-coupled sulphate, di- and tri-carboxylate transporters	Pathway	5	5	True
Pathway::PC7_7647	Sperm:Oocyte Membrane Binding	Pathway	5	5	True
Pathway::PC7_7701	Sulfide oxidation to sulfate	Pathway	5	5	True
Pathway::PC7_7732	Synthesis of Dolichyl-phosphate	Pathway	5	5	True
Pathway::PC7_7733	Synthesis of GDP-mannose	Pathway	5	5	True
Pathway::PC7_7754	Synthesis of UDP-N-acetyl-glucosamine	Pathway	5	5	True
Pathway::PC7_8093	Tachykinin receptors bind tachykinins	Pathway	5	5	True
Pathway::PC7_8306	Toxicity of botulinum toxin type D (BoNT/D)	Pathway	5	5	True
Pathway::PC7_8721	Vitamin B2 (riboflavin) metabolism	Pathway	5	5	True
Pathway::WP2542_r70621	Sulindac Metabolic Pathway	Pathway	5	5	True
Pathway::WP2597_r78485	Secretion of Hydrochloric Acid in Parietal Cells	Pathway	5	5	True
Pathway::WP2805_r81654	RNA interference	Pathway	5	5	True
Pathway::WP2868_r78079	TCA Cycle Nutrient Utilization and Invasiveness of Ovarian Cancer	Pathway	5	5	True
Pathway::WP311_r68921	Synthesis and Degradation of Ketone Bodies	Pathway	5	5	True
Pathway::WP3596_r84855	miR-517 relationship with ARCN1 and USP1	Pathway	5	5	True
Pathway::WP688_r84769	Catalytic cycle of mammalian Flavin-containing MonoOxygenases (FMOs)	Pathway	5	5	True
Pathway::PC7_1065	AKT-mediated inactivation of FOXO1A	Pathway	4	4	True
Pathway::PC7_12070	mRNA Editing	Pathway	4	4	True
Pathway::PC7_1210	ATP sensitive Potassium channels	Pathway	4	4	True
Pathway::PC7_1223	Abnormal metabolism in phenylketonuria	Pathway	4	4	True
Pathway::PC7_1520	Activation of AMPA receptors	Pathway	4	4	True
Pathway::PC7_1525	Activation of BID and translocation to mitochondria	Pathway	4	4	True
Pathway::PC7_1530	Activation of CaMK IV	Pathway	4	4	True
Pathway::PC7_1540	Activation of NOXA and translocation to mitochondria	Pathway	4	4	True
Pathway::PC7_1543	Activation of PKB	Pathway	4	4	True
Pathway::PC7_1545	Activation of PUMA and translocation to mitochondria	Pathway	4	4	True
Pathway::PC7_1565	Adenosine P1 receptors	Pathway	4	4	True
Pathway::PC7_1597	Alpha-oxidation of phytanate	Pathway	4	4	True
Pathway::PC7_1607	Alternative complement activation	Pathway	4	4	True
Pathway::PC7_1622	Amine Oxidase reactions	Pathway	4	4	True
Pathway::PC7_1667	Antagonism of Activin by Follistatin	Pathway	4	4	True
Pathway::PC7_1814	Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks	Pathway	4	4	True
Pathway::PC7_1820	Astrocytic Glutamate-Glutamine Uptake And Metabolism	Pathway	4	4	True
Pathway::PC7_1868	Axonal growth stimulation	Pathway	4	4	True
Pathway::PC7_2096	Binding and entry of HIV virion	Pathway	4	4	True
Pathway::PC7_2505	Carnitine synthesis	Pathway	4	4	True
Pathway::PC7_2516	Catecholamine biosynthesis	Pathway	4	4	True
Pathway::PC7_2627	Class II GLUTs	Pathway	4	4	True
Pathway::PC7_2628	Classical Kir channels	Pathway	4	4	True
Pathway::PC7_3981	Free fatty acid receptors	Pathway	5	4	True
Pathway::PC7_4318	HCN channels	Pathway	4	4	True
Pathway::PC7_4480	Histamine receptors	Pathway	4	4	True
Pathway::PC7_4496	Hyaluronan biosynthesis and export	Pathway	4	4	True
Pathway::PC7_4541	Hypusinylation	Pathway	4	4	True
Pathway::PC7_5016	Localization of the PINCH-ILK-PARVIN complex to focal adhesions	Pathway	4	4	True
Pathway::PC7_5512	Mitochondrial ABC transporters	Pathway	4	4	True
Pathway::PC7_5769	NGF processing	Pathway	4	4	True
Pathway::PC7_5888	Neurophilin interactions with VEGF and VEGFR	Pathway	4	4	True
Pathway::PC7_6073	Oxidative demethylation of DNA	Pathway	4	4	True
Pathway::PC7_6465	Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes	Pathway	4	4	True
Pathway::PC7_6508	Plasmalogen biosynthesis	Pathway	4	4	True
Pathway::PC7_6520	Polo-like kinase signaling events in the cell cycle	Pathway	4	4	True
Pathway::PC7_6592	Processing of DNA ends prior to end rejoining	Pathway	4	4	True
Pathway::PC7_6643	Proteoglycan syndecan-mediated signaling events	Pathway	4	4	True
Pathway::PC7_6644	Proton-coupled monocarboxylate transport	Pathway	4	4	True
Pathway::PC7_6646	Proton/oligonucleotide cotransporters	Pathway	4	4	True
Pathway::PC7_6855	Reactions specific to the complex N-glycan synthesis pathway	Pathway	4	4	True
Pathway::PC7_6879	Regulation of Commissural axon pathfinding by Slit and Robo	Pathway	4	4	True
Pathway::PC7_6951	Reuptake of GABA	Pathway	4	4	True
Pathway::PC7_7261	SHC activation	Pathway	4	4	True
Pathway::PC7_7395	Scavenging by Class H Receptors	Pathway	4	4	True
Pathway::PC7_7738	Synthesis of IPs in the nucleus	Pathway	4	4	True
Pathway::PC7_7739	Synthesis of Ketone Bodies	Pathway	4	4	True
Pathway::PC7_8303	Toxicity of botulinum toxin type A (BoNT/A)	Pathway	4	4	True
Pathway::PC7_8318	Transcription from mitochondrial promoters	Pathway	4	4	True
Pathway::PC7_8720	Vitamin B1 (thiamin) metabolism	Pathway	4	4	True
Pathway::WP1603_r78574	Nicotine Activity on Chromaffin Cells	Pathway	4	4	True
Pathway::WP1941_r73548	Peroxisomal beta-oxidation of tetracosanoyl-CoA	Pathway	4	4	True
Pathway::WP2253_r74520	Pilocytic astrocytoma	Pathway	4	4	True
Pathway::WP2491_r73891	Diclofenac Metabolic Pathway	Pathway	4	4	True
Pathway::WP2889_r79753	Oxytocin signaling	Pathway	4	4	True
Pathway::WP3302_r81679	eIF5A regulation in response to inhibition of the nuclear export system	Pathway	4	4	True
Pathway::WP521_r63156	Amino acid conjugation of benzoic acid	Pathway	4	4	True
Pathway::WP690_r72132	Polyol Pathway	Pathway	4	4	True
Pathway::WP733_r74441	Serotonin Receptor 2 and STAT3 Signaling	Pathway	4	4	True
Pathway::PC7_11020	betaKlotho-mediated ligand binding	Pathway	3	3	True
Pathway::PC7_1103	ALK1 pathway	Pathway	3	3	True
Pathway::PC7_1526	Activation of BIM and translocation to mitochondria	Pathway	3	3	True
Pathway::PC7_1527	Activation of BMF and translocation to mitochondria	Pathway	3	3	True
Pathway::PC7_1576	Adrenaline signalling through Alpha-2 adrenergic receptor	Pathway	3	3	True
Pathway::PC7_1602	AlphaE beta7 integrin cell surface interactions	Pathway	3	3	True
Pathway::PC7_1692	Arachidonate production from DAG	Pathway	3	3	True
Pathway::PC7_1860	Autointegration results in viral DNA circles	Pathway	3	3	True
Pathway::PC7_2065	Beta oxidation of butanoyl-CoA to acetyl-CoA	Pathway	3	3	True
Pathway::PC7_2069	Beta oxidation of myristoyl-CoA to lauroyl-CoA	Pathway	3	3	True
Pathway::PC7_2071	Beta oxidation of palmitoyl-CoA to myristoyl-CoA	Pathway	3	3	True
Pathway::PC7_2118	Breakdown of the nuclear lamina	Pathway	3	3	True
Pathway::PC7_2536	Ceramide signalling	Pathway	3	3	True
Pathway::PC7_2632	Clearance of dopamine	Pathway	3	3	True
Pathway::PC7_2635	Cleavage of the damaged purine	Pathway	3	3	True
Pathway::PC7_2946	DNA Damage Bypass	Pathway	3	3	True
Pathway::PC7_2948	DNA Damage Reversal	Pathway	3	3	True
Pathway::PC7_3358	E-cadherin signaling events	Pathway	3	3	True
Pathway::PC7_3651	Electron transport from NADPH to Ferredoxin	Pathway	3	3	True
Pathway::PC7_3677	Ephrin A reverse signaling	Pathway	3	3	True
Pathway::PC7_3821	FGFR1c and Klotho ligand binding and activation	Pathway	3	3	True
Pathway::PC7_3845	FMO oxidises nucleophiles	Pathway	3	3	True
Pathway::PC7_3849	FOXA transcription factor networks	Pathway	3	3	True
Pathway::PC7_3965	Formation of apoptosome	Pathway	3	3	True
Pathway::PC7_3971	Formation of the active cofactor, UDP-glucuronate	Pathway	3	3	True
Pathway::PC7_4287	Glypican pathway	Pathway	3	3	True
Pathway::PC7_4532	Hydroxycarboxylic acid-binding receptors	Pathway	3	3	True
Pathway::PC7_4734	Inhibition of TSC complex formation by PKB	Pathway	3	3	True
Pathway::PC7_4750	Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA	Pathway	3	3	True
Pathway::PC7_4769	Interconversion of 2-oxoglutarate and 2-hydroxyglutarate	Pathway	3	3	True
Pathway::PC7_4770	Interconversion of polyamines	Pathway	3	3	True
Pathway::PC7_4884	Ketone body catabolism	Pathway	3	3	True
Pathway::PC7_5514	Mitochondrial Uncoupling Proteins	Pathway	3	3	True
Pathway::PC7_5519	Mitochondrial transcription initiation	Pathway	3	3	True
Pathway::PC7_5837	NS1 Mediated Effects on Host Pathways	Pathway	3	3	True
Pathway::PC7_6045	Oligomerization of connexins into connexons	Pathway	3	3	True
Pathway::PC7_6085	Oxygen-dependent asparagine hydroxylation of Hypoxia-inducible Factor Alpha	Pathway	3	3	True
Pathway::PC7_6201	POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	Pathway	3	3	True
Pathway::PC7_6269	PRPP biosynthesis	Pathway	3	3	True
Pathway::PC7_6466	Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes	Pathway	3	3	True
Pathway::PC7_6555	Potassium transport channels	Pathway	3	3	True
Pathway::PC7_6591	Processing of DNA double-strand break ends	Pathway	3	3	True
Pathway::PC7_6615	Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2	Pathway	3	3	True
Pathway::PC7_6902	Regulation of gap junction activity	Pathway	3	3	True
Pathway::PC7_6922	Regulation of thyroid hormone activity	Pathway	3	3	True
Pathway::PC7_6956	Rhesus glycoproteins mediate ammonium transport.	Pathway	3	3	True
Pathway::PC7_7371	STAT6-mediated induction of chemokines	Pathway	3	3	True
Pathway::PC7_7428	Serine biosynthesis	Pathway	3	3	True
Pathway::PC7_7441	Signaling by Aurora kinases	Pathway	3	3	True
Pathway::PC7_7505	Signalling to STAT3	Pathway	3	3	True
Pathway::PC7_7747	Synthesis of PIPs at the ER membrane	Pathway	3	3	True
Pathway::PC7_7759	Synthesis of dolichyl-phosphate mannose	Pathway	3	3	True
Pathway::PC7_8074	TWIK related potassium channel (TREK)	Pathway	3	3	True
Pathway::PC7_8130	Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)	Pathway	3	3	True
Pathway::PC7_8223	The AIM2 inflammasome	Pathway	3	3	True
Pathway::PC7_8225	The NLRP1 inflammasome	Pathway	3	3	True
Pathway::PC7_8304	Toxicity of botulinum toxin type B (BoNT/B)	Pathway	3	3	True
Pathway::PC7_8305	Toxicity of botulinum toxin type C (BoNT/C)	Pathway	3	3	True
Pathway::PC7_8307	Toxicity of botulinum toxin type E (BoNT/E)	Pathway	3	3	True
Pathway::PC7_8309	Toxicity of botulinum toxin type G (BoNT/G)	Pathway	3	3	True
Pathway::PC7_8313	Trafficking of dietary sterols	Pathway	3	3	True
Pathway::PC7_8445	Type II Na+/Pi cotransporters	Pathway	3	3	True
Pathway::PC7_8762	Vitamins B6 activation to pyridoxal phosphate	Pathway	3	3	True
Pathway::PC7_8764	Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization	Pathway	3	3	True
Pathway::PC7_1230	Acetylation	Pathway	2	2	True
Pathway::PC7_12320	phospho-PLA2 pathway	Pathway	2	2	True
Pathway::PC7_13144	vRNP Assembly	Pathway	2	2	True
Pathway::PC7_1519	Activation and oligomerization of BAK protein	Pathway	2	2	True
